date,predicted_flux
2014-02-04,37.21718
2014-02-05,36.81749
2014-02-06,36.20895
2014-02-07,35.824112
2014-02-08,35.671165
2014-02-09,35.25899
2014-02-10,35.13722
2014-02-11,35.370464
2014-02-12,35.697388
2014-02-13,35.772152
2014-02-14,35.56036
2014-02-15,35.721706
2014-02-16,35.53664
2014-02-17,34.967537
2014-02-18,35.075092
2014-02-19,35.190075
2014-02-20,34.77084
2014-02-21,34.67507
2014-02-22,34.607426
2014-02-23,34.480385
2014-02-24,34.24985
2014-02-25,34.40056
2014-02-26,34.692387
2014-02-27,34.93012
2014-02-28,34.539036
2014-03-01,33.86943
2014-03-02,33.676125
2014-03-03,33.567127
2014-03-04,33.554203
2014-03-05,33.433903
2014-03-06,33.343475
2014-03-07,33.4719
2014-03-08,33.789852
2014-03-09,34.18695
2014-03-10,34.618977
2014-03-11,34.949333
2014-03-12,35.231625
2014-03-13,35.322765
2014-03-14,35.031597
2014-03-15,34.751823
2014-03-16,34.882835
2014-03-17,35.33187
2014-03-18,35.823074
2014-03-19,35.753895
2014-03-20,35.925106
2014-03-21,35.78731
2014-03-22,35.449074
2014-03-23,35.003857
2014-03-24,34.92582
2014-03-25,35.34
2014-03-26,35.487705
2014-03-27,34.974476
2014-03-28,34.823814
2014-03-29,34.75443
2014-03-30,34.74999
2014-03-31,34.985218
2014-04-01,35.21605
2014-04-02,35.431206
2014-04-03,35.706123
2014-04-04,36.119873
2014-04-05,36.313805
2014-04-06,36.166107
2014-04-07,35.13815
2014-04-08,35.339745
2014-04-09,35.41948
2014-04-10,35.340042
2014-04-11,35.396027
2014-04-12,35.26567
2014-04-13,35.087093
2014-04-14,35.49849
2014-04-15,36.00007
2014-04-16,36.660713
2014-04-17,37.30641
2014-04-18,36.92814
2014-04-19,36.26169
2014-04-20,35.48861
2014-04-21,34.66672
2014-04-22,34.41184
2014-04-23,34.650555
2014-04-24,34.821144
2014-04-25,34.81267
2014-04-26,34.978832
2014-04-27,35.287075
2014-04-28,35.641747
2014-04-29,36.182785
2014-04-30,36.77904
2014-05-01,36.44008
2014-05-02,36.54181
2014-05-03,37.255238
2014-05-04,37.6373
2014-05-05,37.13206
2014-05-06,36.54019
2014-05-07,36.62567
2014-05-08,36.836704
2014-05-09,36.383064
2014-05-10,36.32121
2014-05-11,36.42439
2014-05-12,36.56846
2014-05-13,37.437595
2014-05-14,38.52414
2014-05-15,38.81774
2014-05-16,38.677887
2014-05-17,38.238144
2014-05-18,38.168583
2014-05-19,38.27159
2014-05-20,38.355072
2014-05-21,38.460873
2014-05-22,38.648136
2014-05-23,38.246346
2014-05-24,36.699306
2014-05-25,36.543026
2014-05-26,36.44435
2014-05-27,36.457188
2014-05-28,36.67402
2014-05-29,36.60294
2014-05-30,36.385857
2014-05-31,36.002064
2014-06-01,35.585155
2014-06-02,35.968746
2014-06-03,36.607918
2014-06-04,36.659534
2014-06-05,37.288353
2014-06-06,37.81845
2014-06-07,38.19979
2014-06-08,37.930107
2014-06-09,36.430714
2014-06-10,36.7947
2014-06-11,37.24485
2014-06-12,37.552868
2014-06-13,38.057884
2014-06-14,38.260212
2014-06-15,38.135517
2014-06-16,37.787045
2014-06-17,37.51478
2014-06-18,36.74732
2014-06-19,35.86417
2014-06-20,35.310333
2014-06-21,34.881863
2014-06-22,34.70423
2014-06-23,34.761852
2014-06-24,34.927296
2014-06-25,34.997528
2014-06-26,35.11299
2014-06-27,35.038887
2014-06-28,35.21624
2014-06-29,35.19912
2014-06-30,35.23317
2014-07-01,35.140224
2014-07-02,35.5419
2014-07-03,36.17082
2014-07-04,36.240704
2014-07-05,36.799297
2014-07-06,37.34344
2014-07-07,37.476585
2014-07-08,36.992302
2014-07-09,36.751537
2014-07-10,36.741333
2014-07-11,36.415096
2014-07-12,36.440525
2014-07-13,36.483665
2014-07-14,36.164585
2014-07-15,35.585533
2014-07-16,35.439922
