bartels_rotation_number,rigidity_min GV,rigidity_max GV,antiproton_flux m^-2sr^-1s^-1GV^-1,antiproton_flux_error_statistical m^-2sr^-1s^-1GV^-1, antiproton_flux_error_systematic_timedependent m^-2sr^-1s^-1GV^-1,antiproton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2523,16.60,22.80,8.59E-4,0.43E-4,0.16E-4,0.32E-4
2523,22.80,41.90,2.67E-4,0.11E-4,0.05E-4,0.09E-4
2524,1.00,1.92,8.68E-3,2.88E-3,0.44E-3,0.82E-3
2524,1.92,2.97,1.65E-2,0.27E-2,0.07E-2,0.13E-2
2524,2.97,4.02,1.94E-2,0.28E-2,0.04E-2,0.10E-2
2524,4.02,4.88,1.67E-2,0.14E-2,0.04E-2,0.09E-2
2524,4.88,5.90,1.22E-2,0.10E-2,0.02E-2,0.06E-2
2524,5.90,7.09,1.07E-2,0.08E-2,0.04E-2,0.06E-2
2524,7.09,8.48,6.90E-3,0.47E-3,0.12E-3,0.30E-3
2524,8.48,11.00,5.40E-3,0.30E-3,0.14E-3,0.25E-3
2524,11.00,16.60,2.27E-3,0.12E-3,0.04E-3,0.09E-3
2524,16.60,22.80,8.44E-4,0.60E-4,0.16E-4,0.32E-4
2524,22.80,41.90,2.82E-4,0.16E-4,0.09E-4,0.12E-4
2525,1.00,1.92,9.70E-3,1.70E-3,0.51E-3,0.93E-3
2525,1.92,2.97,1.97E-2,0.16E-2,0.09E-2,0.16E-2
2525,2.97,4.02,1.51E-2,0.14E-2,0.03E-2,0.08E-2
2525,4.02,4.88,1.50E-2,0.07E-2,0.01E-2,0.07E-2
2525,4.88,5.90,1.36E-2,0.05E-2,0.01E-2,0.06E-2
2525,5.90,7.09,9.79E-3,0.38E-3,0.18E-3,0.44E-3
2525,7.09,8.48,7.46E-3,0.27E-3,0.07E-3,0.30E-3
2525,8.48,11.00,4.73E-3,0.15E-3,0.03E-3,0.18E-3
2525,11.00,16.60,2.22E-3,0.06E-3,0.02E-3,0.08E-3
2525,16.60,22.80,8.62E-4,0.32E-4,0.09E-4,0.29E-4
2525,22.80,41.90,2.54E-4,0.08E-4,0.04E-4,0.08E-4
2527,1.00,1.92,9.21E-3,1.72E-3,0.50E-3,0.89E-3
2527,1.92,2.97,1.50E-2,0.15E-2,0.07E-2,0.12E-2
2527,2.97,4.02,1.76E-2,0.15E-2,0.03E-2,0.09E-2
2527,4.02,4.88,1.41E-2,0.07E-2,0.01E-2,0.06E-2
2527,4.88,5.90,1.48E-2,0.06E-2,0.01E-2,0.06E-2
2527,5.90,7.09,9.84E-3,0.40E-3,0.19E-3,0.45E-3
2527,7.09,8.48,7.28E-3,0.28E-3,0.08E-3,0.30E-3
2527,8.48,11.00,4.47E-3,0.16E-3,0.05E-3,0.18E-3
2527,11.00,16.60,2.21E-3,0.07E-3,0.03E-3,0.08E-3
2527,16.60,22.80,8.45E-4,0.35E-4,0.13E-4,0.30E-4
2527,22.80,41.90,2.38E-4,0.09E-4,0.04E-4,0.08E-4
2528,1.00,1.92,1.27E-2,0.17E-2,0.06E-2,0.12E-2
2528,1.92,2.97,1.58E-2,0.13E-2,0.07E-2,0.13E-2
2528,2.97,4.02,1.88E-2,0.13E-2,0.03E-2,0.10E-2
2528,4.02,4.88,1.62E-2,0.07E-2,0.02E-2,0.07E-2
2528,4.88,5.90,1.28E-2,0.05E-2,0.01E-2,0.06E-2
2528,5.90,7.09,1.07E-2,0.04E-2,0.01E-2,0.05E-2
2528,7.09,8.48,7.72E-3,0.27E-3,0.10E-3,0.32E-3
2528,8.48,11.00,4.82E-3,0.15E-3,0.05E-3,0.19E-3
2528,11.00,16.60,2.15E-3,0.06E-3,0.02E-3,0.08E-3
2528,16.60,22.80,9.20E-4,0.34E-4,0.10E-4,0.31E-4
2528,22.80,41.90,2.40E-4,0.08E-4,0.03E-4,0.08E-4
2529,1.00,1.92,1.04E-2,0.16E-2,0.05E-2,0.10E-2
2529,1.92,2.97,1.62E-2,0.15E-2,0.07E-2,0.13E-2
2529,2.97,4.02,1.64E-2,0.13E-2,0.03E-2,0.09E-2
2529,4.02,4.88,1.50E-2,0.07E-2,0.02E-2,0.07E-2
2529,4.88,5.90,1.40E-2,0.06E-2,0.01E-2,0.06E-2
2529,5.90,7.09,1.04E-2,0.04E-2,0.02E-2,0.05E-2
2529,7.09,8.48,7.08E-3,0.27E-3,0.12E-3,0.30E-3
2529,8.48,11.00,4.66E-3,0.15E-3,0.04E-3,0.18E-3
2529,11.00,16.60,2.18E-3,0.06E-3,0.03E-3,0.08E-3
2529,16.60,22.80,8.74E-4,0.33E-4,0.14E-4,0.31E-4
2529,22.80,41.90,2.45E-4,0.08E-4,0.04E-4,0.08E-4
2530,1.00,1.92,1.31E-2,0.27E-2,0.06E-2,0.12E-2
2530,1.92,2.97,1.79E-2,0.23E-2,0.08E-2,0.14E-2
2530,2.97,4.02,2.39E-2,0.24E-2,0.04E-2,0.12E-2
2530,4.02,4.88,1.64E-2,0.11E-2,0.03E-2,0.08E-2
2530,4.88,5.90,1.25E-2,0.08E-2,0.02E-2,0.06E-2
2530,5.90,7.09,1.07E-2,0.06E-2,0.03E-2,0.05E-2
2530,7.09,8.48,7.38E-3,0.43E-3,0.15E-3,0.33E-3
2530,8.48,11.00,4.63E-3,0.24E-3,0.08E-3,0.19E-3
2530,11.00,16.60,2.40E-3,0.11E-3,0.09E-3,0.13E-3
2530,16.60,22.80,8.80E-4,0.54E-4,0.12E-4,0.31E-4
2530,22.80,41.90,2.26E-4,0.12E-4,0.04E-4,0.08E-4
2531,1.00,1.92,1.28E-2,0.29E-2,0.06E-2,0.12E-2
2531,1.92,2.97,1.73E-2,0.24E-2,0.08E-2,0.14E-2
2531,2.97,4.02,1.56E-2,0.21E-2,0.04E-2,0.09E-2
2531,4.02,4.88,1.46E-2,0.11E-2,0.02E-2,0.07E-2
2531,4.88,5.90,1.26E-2,0.08E-2,0.01E-2,0.06E-2
2531,5.90,7.09,1.08E-2,0.06E-2,0.03E-2,0.05E-2
2531,7.09,8.48,8.38E-3,0.44E-3,0.17E-3,0.37E-3
2531,8.48,11.00,4.83E-3,0.24E-3,0.15E-3,0.24E-3
2531,11.00,16.60,2.59E-3,0.11E-3,0.04E-3,0.10E-3
2531,16.60,22.80,8.42E-4,0.51E-4,0.27E-4,0.38E-4
2531,22.80,41.90,2.52E-4,0.13E-4,0.03E-4,0.08E-4
2532,1.00,1.92,1.34E-2,0.21E-2,0.07E-2,0.13E-2
2532,1.92,2.97,1.93E-2,0.17E-2,0.08E-2,0.15E-2
2532,2.97,4.02,2.12E-2,0.16E-2,0.04E-2,0.11E-2
2532,4.02,4.88,1.71E-2,0.08E-2,0.02E-2,0.08E-2
2532,4.88,5.90,1.44E-2,0.06E-2,0.01E-2,0.06E-2
2532,5.90,7.09,9.80E-3,0.42E-3,0.21E-3,0.45E-3
2532,7.09,8.48,7.61E-3,0.32E-3,0.16E-3,0.34E-3
2532,8.48,11.00,4.81E-3,0.17E-3,0.05E-3,0.19E-3
2532,11.00,16.60,2.18E-3,0.07E-3,0.04E-3,0.09E-3
2532,16.60,22.80,8.91E-4,0.38E-4,0.12E-4,0.31E-4
2532,22.80,41.90,2.46E-4,0.09E-4,0.04E-4,0.08E-4
2534,1.00,1.92,8.30E-3,1.47E-3,0.46E-3,0.81E-3
2534,1.92,2.97,1.66E-2,0.15E-2,0.07E-2,0.13E-2
2534,2.97,4.02,1.89E-2,0.14E-2,0.04E-2,0.10E-2
2534,4.02,4.88,1.50E-2,0.07E-2,0.02E-2,0.07E-2
2534,4.88,5.90,1.32E-2,0.05E-2,0.01E-2,0.06E-2
2534,5.90,7.09,1.04E-2,0.04E-2,0.02E-2,0.05E-2
2534,7.09,8.48,7.48E-3,0.27E-3,0.08E-3,0.31E-3
2534,8.48,11.00,4.46E-3,0.14E-3,0.04E-3,0.17E-3
2534,11.00,16.60,2.15E-3,0.06E-3,0.02E-3,0.08E-3
2534,16.60,22.80,8.96E-4,0.33E-4,0.14E-4,0.32E-4
2534,22.80,41.90,2.68E-4,0.08E-4,0.04E-4,0.09E-4
2536,1.00,1.92,8.05E-3,1.68E-3,0.41E-3,0.76E-3
2536,1.92,2.97,1.94E-2,0.18E-2,0.08E-2,0.15E-2
2536,2.97,4.02,1.80E-2,0.17E-2,0.04E-2,0.10E-2
2536,4.02,4.88,1.77E-2,0.09E-2,0.02E-2,0.08E-2
2536,4.88,5.90,1.35E-2,0.06E-2,0.01E-2,0.06E-2
2536,5.90,7.09,1.08E-2,0.05E-2,0.02E-2,0.05E-2
2536,7.09,8.48,7.53E-3,0.32E-3,0.06E-3,0.30E-3
2536,8.48,11.00,4.60E-3,0.17E-3,0.06E-3,0.18E-3
2536,11.00,16.60,2.16E-3,0.07E-3,0.02E-3,0.08E-3
2536,16.60,22.80,8.76E-4,0.39E-4,0.17E-4,0.33E-4
2536,22.80,41.90,2.78E-4,0.10E-4,0.03E-4,0.09E-4
2538,1.00,1.92,1.14E-2,0.24E-2,0.05E-2,0.11E-2
2538,1.92,2.97,1.88E-2,0.20E-2,0.08E-2,0.15E-2
2538,2.97,4.02,1.70E-2,0.18E-2,0.05E-2,0.10E-2
2538,4.02,4.88,1.41E-2,0.08E-2,0.02E-2,0.07E-2
2538,4.88,5.90,1.37E-2,0.07E-2,0.01E-2,0.06E-2
2538,5.90,7.09,1.12E-2,0.05E-2,0.03E-2,0.05E-2
2538,7.09,8.48,7.82E-3,0.34E-3,0.10E-3,0.32E-3
2538,8.48,11.00,4.65E-3,0.18E-3,0.06E-3,0.18E-3
2538,11.00,16.60,2.21E-3,0.08E-3,0.03E-3,0.08E-3
2538,16.60,22.80,9.02E-4,0.40E-4,0.13E-4,0.32E-4
2538,22.80,41.90,2.60E-4,0.10E-4,0.02E-4,0.08E-4
2539,1.00,1.92,1.09E-2,0.17E-2,0.06E-2,0.10E-2
2539,1.92,2.97,1.68E-2,0.15E-2,0.08E-2,0.14E-2
2539,2.97,4.02,1.92E-2,0.15E-2,0.04E-2,0.10E-2
2539,4.02,4.88,1.58E-2,0.07E-2,0.02E-2,0.07E-2
2539,4.88,5.90,1.34E-2,0.05E-2,0.01E-2,0.06E-2
2539,5.90,7.09,9.95E-3,0.39E-3,0.20E-3,0.45E-3
2539,7.09,8.48,7.15E-3,0.27E-3,0.10E-3,0.30E-3
2539,8.48,11.00,4.98E-3,0.15E-3,0.04E-3,0.19E-3
2539,11.00,16.60,2.15E-3,0.06E-3,0.03E-3,0.08E-3
2539,16.60,22.80,8.66E-4,0.33E-4,0.08E-4,0.29E-4
2539,22.80,41.90,2.37E-4,0.08E-4,0.04E-4,0.08E-4
2540,1.00,1.92,1.16E-2,0.29E-2,0.06E-2,0.11E-2
2540,1.92,2.97,2.02E-2,0.25E-2,0.09E-2,0.16E-2
2540,2.97,4.02,1.44E-2,0.23E-2,0.10E-2,0.12E-2
2540,4.02,4.88,1.55E-2,0.11E-2,0.02E-2,0.07E-2
2540,4.88,5.90,1.45E-2,0.09E-2,0.01E-2,0.06E-2
2540,5.90,7.09,1.08E-2,0.06E-2,0.02E-2,0.05E-2
2540,7.09,8.48,7.47E-3,0.41E-3,0.18E-3,0.35E-3
2540,8.48,11.00,4.96E-3,0.24E-3,0.11E-3,0.22E-3
2540,11.00,16.60,2.01E-3,0.09E-3,0.04E-3,0.08E-3
2540,16.60,22.80,9.07E-4,0.52E-4,0.10E-4,0.31E-4
2540,22.80,41.90,2.51E-4,0.13E-4,0.04E-4,0.08E-4
2543,1.00,1.92,1.06E-2,0.33E-2,0.06E-2,0.10E-2
2543,1.92,2.97,1.82E-2,0.33E-2,0.09E-2,0.15E-2
2543,2.97,4.02,1.96E-2,0.29E-2,0.05E-2,0.11E-2
2543,4.02,4.88,1.89E-2,0.15E-2,0.05E-2,0.10E-2
2543,4.88,5.90,1.53E-2,0.11E-2,0.02E-2,0.07E-2
2543,5.90,7.09,1.16E-2,0.08E-2,0.04E-2,0.07E-2
2543,7.09,8.48,8.43E-3,0.65E-3,0.40E-3,0.52E-3
2543,8.48,11.00,4.97E-3,0.32E-3,0.15E-3,0.24E-3
2543,11.00,16.60,2.37E-3,0.14E-3,0.04E-3,0.09E-3
2543,16.60,22.80,8.91E-4,0.70E-4,0.10E-4,0.30E-4
2543,22.80,41.90,2.58E-4,0.18E-4,0.04E-4,0.09E-4
2544,1.00,1.92,1.08E-2,0.17E-2,0.06E-2,0.10E-2
2544,1.92,2.97,2.07E-2,0.16E-2,0.09E-2,0.17E-2
2544,2.97,4.02,1.62E-2,0.14E-2,0.05E-2,0.09E-2
2544,4.02,4.88,1.50E-2,0.07E-2,0.02E-2,0.07E-2
2544,4.88,5.90,1.32E-2,0.05E-2,0.01E-2,0.06E-2
2544,5.90,7.09,1.12E-2,0.04E-2,0.02E-2,0.05E-2
2544,7.09,8.48,7.62E-3,0.27E-3,0.12E-3,0.32E-3
2544,8.48,11.00,4.70E-3,0.15E-3,0.05E-3,0.18E-3
2544,11.00,16.60,2.21E-3,0.06E-3,0.02E-3,0.08E-3
2544,16.60,22.80,8.91E-4,0.33E-4,0.12E-4,0.31E-4
2544,22.80,41.90,2.50E-4,0.08E-4,0.03E-4,0.08E-4
2545,1.00,1.92,1.12E-2,0.20E-2,0.06E-2,0.11E-2
2545,1.92,2.97,1.84E-2,0.17E-2,0.08E-2,0.15E-2
2545,2.97,4.02,2.14E-2,0.16E-2,0.03E-2,0.11E-2
2545,4.02,4.88,1.62E-2,0.08E-2,0.02E-2,0.07E-2
2545,4.88,5.90,1.48E-2,0.06E-2,0.01E-2,0.07E-2
2545,5.90,7.09,1.11E-2,0.04E-2,0.02E-2,0.05E-2
2545,7.09,8.48,6.96E-3,0.28E-3,0.13E-3,0.30E-3
2545,8.48,11.00,4.85E-3,0.16E-3,0.05E-3,0.19E-3
2545,11.00,16.60,2.25E-3,0.07E-3,0.02E-3,0.08E-3
2545,16.60,22.80,9.00E-4,0.35E-4,0.17E-4,0.34E-4
2545,22.80,41.90,2.59E-4,0.09E-4,0.05E-4,0.09E-4
2546,1.00,1.92,9.76E-3,1.91E-3,0.50E-3,0.93E-3
2546,1.92,2.97,1.69E-2,0.17E-2,0.07E-2,0.13E-2
2546,2.97,4.02,1.74E-2,0.17E-2,0.05E-2,0.10E-2
2546,4.02,4.88,1.58E-2,0.07E-2,0.01E-2,0.07E-2
2546,4.88,5.90,1.39E-2,0.06E-2,0.01E-2,0.06E-2
2546,5.90,7.09,1.09E-2,0.04E-2,0.04E-2,0.06E-2
2546,7.09,8.48,7.64E-3,0.29E-3,0.11E-3,0.32E-3
2546,8.48,11.00,4.83E-3,0.16E-3,0.08E-3,0.20E-3
2546,11.00,16.60,2.18E-3,0.07E-3,0.02E-3,0.08E-3
2546,16.60,22.80,9.61E-4,0.36E-4,0.15E-4,0.34E-4
2546,22.80,41.90,2.50E-4,0.08E-4,0.04E-4,0.08E-4
2547,1.00,1.92,1.47E-2,0.25E-2,0.08E-2,0.14E-2
2547,1.92,2.97,1.77E-2,0.18E-2,0.08E-2,0.14E-2
2547,2.97,4.02,1.57E-2,0.16E-2,0.05E-2,0.09E-2
2547,4.02,4.88,1.65E-2,0.08E-2,0.02E-2,0.08E-2
2547,4.88,5.90,1.39E-2,0.06E-2,0.01E-2,0.06E-2
2547,5.90,7.09,1.10E-2,0.04E-2,0.02E-2,0.05E-2
2547,7.09,8.48,7.70E-3,0.29E-3,0.07E-3,0.31E-3
2547,8.48,11.00,4.83E-3,0.16E-3,0.05E-3,0.19E-3
2547,11.00,16.60,2.15E-3,0.07E-3,0.03E-3,0.08E-3
2547,16.60,22.80,9.37E-4,0.36E-4,0.16E-4,0.34E-4
2547,22.80,41.90,2.46E-4,0.08E-4,0.05E-4,0.09E-4
2548,1.00,1.92,9.50E-3,2.45E-3,0.59E-3,0.96E-3
2548,1.92,2.97,1.72E-2,0.21E-2,0.08E-2,0.14E-2
2548,2.97,4.02,2.01E-2,0.22E-2,0.05E-2,0.11E-2
2548,4.02,4.88,1.65E-2,0.10E-2,0.02E-2,0.08E-2
2548,4.88,5.90,1.40E-2,0.07E-2,0.01E-2,0.06E-2
2548,5.90,7.09,1.11E-2,0.05E-2,0.02E-2,0.05E-2
2548,7.09,8.48,7.58E-3,0.37E-3,0.12E-3,0.32E-3
2548,8.48,11.00,5.17E-3,0.21E-3,0.07E-3,0.21E-3
2548,11.00,16.60,2.12E-3,0.08E-3,0.02E-3,0.08E-3
2548,16.60,22.80,8.89E-4,0.44E-4,0.22E-4,0.36E-4
2548,22.80,41.90,2.72E-4,0.12E-4,0.05E-4,0.09E-4
2552,1.00,1.92,1.06E-2,0.25E-2,0.06E-2,0.10E-2
2552,1.92,2.97,1.70E-2,0.21E-2,0.08E-2,0.14E-2
2552,2.97,4.02,1.83E-2,0.21E-2,0.05E-2,0.10E-2
2552,4.02,4.88,1.57E-2,0.10E-2,0.02E-2,0.07E-2
2552,4.88,5.90,1.38E-2,0.08E-2,0.02E-2,0.06E-2
2552,5.90,7.09,1.17E-2,0.06E-2,0.03E-2,0.05E-2
2552,7.09,8.48,8.16E-3,0.41E-3,0.17E-3,0.36E-3
2552,8.48,11.00,4.70E-3,0.21E-3,0.07E-3,0.19E-3
2552,11.00,16.60,2.33E-3,0.10E-3,0.04E-3,0.09E-3
2552,16.60,22.80,8.97E-4,0.49E-4,0.18E-4,0.34E-4
2552,22.80,41.90,2.57E-4,0.12E-4,0.04E-4,0.09E-4
2553,1.00,1.92,1.23E-2,0.22E-2,0.06E-2,0.12E-2
2553,1.92,2.97,1.58E-2,0.18E-2,0.07E-2,0.13E-2
2553,2.97,4.02,1.51E-2,0.19E-2,0.07E-2,0.10E-2
2553,4.02,4.88,1.61E-2,0.08E-2,0.02E-2,0.08E-2
2553,4.88,5.90,1.42E-2,0.07E-2,0.01E-2,0.06E-2
2553,5.90,7.09,1.02E-2,0.05E-2,0.03E-2,0.05E-2
2553,7.09,8.48,8.27E-3,0.34E-3,0.20E-3,0.38E-3
2553,8.48,11.00,4.82E-3,0.18E-3,0.06E-3,0.19E-3
2553,11.00,16.60,2.28E-3,0.08E-3,0.03E-3,0.08E-3
2553,16.60,22.80,8.96E-4,0.40E-4,0.21E-4,0.36E-4
2553,22.80,41.90,2.58E-4,0.10E-4,0.04E-4,0.09E-4
2554,1.00,1.92,1.18E-2,0.20E-2,0.06E-2,0.11E-2
2554,1.92,2.97,1.97E-2,0.18E-2,0.09E-2,0.16E-2
2554,2.97,4.02,1.93E-2,0.18E-2,0.05E-2,0.11E-2
2554,4.02,4.88,1.56E-2,0.08E-2,0.02E-2,0.07E-2
2554,4.88,5.90,1.48E-2,0.07E-2,0.01E-2,0.07E-2
2554,5.90,7.09,1.10E-2,0.05E-2,0.02E-2,0.05E-2
2554,7.09,8.48,7.89E-3,0.32E-3,0.12E-3,0.34E-3
2554,8.48,11.00,4.90E-3,0.17E-3,0.05E-3,0.19E-3
2554,11.00,16.60,2.22E-3,0.07E-3,0.03E-3,0.08E-3
2554,16.60,22.80,9.62E-4,0.39E-4,0.14E-4,0.34E-4
2554,22.80,41.90,2.52E-4,0.09E-4,0.05E-4,0.09E-4
2555,1.00,1.92,1.10E-2,0.18E-2,0.06E-2,0.10E-2
2555,1.92,2.97,1.43E-2,0.16E-2,0.07E-2,0.12E-2
2555,2.97,4.02,1.48E-2,0.16E-2,0.05E-2,0.08E-2
2555,4.02,4.88,1.48E-2,0.08E-2,0.02E-2,0.07E-2
2555,4.88,5.90,1.36E-2,0.06E-2,0.01E-2,0.06E-2
2555,5.90,7.09,1.01E-2,0.04E-2,0.02E-2,0.05E-2
2555,7.09,8.48,7.89E-3,0.31E-3,0.14E-3,0.34E-3
2555,8.48,11.00,4.77E-3,0.17E-3,0.07E-3,0.19E-3
2555,11.00,16.60,2.19E-3,0.07E-3,0.02E-3,0.08E-3
2555,16.60,22.80,8.12E-4,0.35E-4,0.16E-4,0.31E-4
2555,22.80,41.90,2.40E-4,0.09E-4,0.04E-4,0.08E-4
2556,1.00,1.92,1.12E-2,0.18E-2,0.06E-2,0.11E-2
2556,1.92,2.97,1.62E-2,0.15E-2,0.07E-2,0.13E-2
2556,2.97,4.02,1.65E-2,0.15E-2,0.04E-2,0.09E-2
2556,4.02,4.88,1.61E-2,0.07E-2,0.02E-2,0.07E-2
2556,4.88,5.90,1.31E-2,0.06E-2,0.01E-2,0.06E-2
2556,5.90,7.09,1.08E-2,0.04E-2,0.02E-2,0.05E-2
2556,7.09,8.48,7.35E-3,0.28E-3,0.10E-3,0.31E-3
2556,8.48,11.00,4.58E-3,0.15E-3,0.06E-3,0.18E-3
2556,11.00,16.60,2.08E-3,0.06E-3,0.02E-3,0.08E-3
2556,16.60,22.80,8.68E-4,0.33E-4,0.15E-4,0.32E-4
2556,22.80,41.90,2.54E-4,0.09E-4,0.04E-4,0.09E-4
2557,1.00,1.92,9.43E-3,1.59E-3,0.46E-3,0.89E-3
2557,1.92,2.97,1.53E-2,0.15E-2,0.07E-2,0.12E-2
2557,2.97,4.02,1.72E-2,0.16E-2,0.04E-2,0.09E-2
2557,4.02,4.88,1.55E-2,0.07E-2,0.02E-2,0.07E-2
2557,4.88,5.90,1.30E-2,0.06E-2,0.01E-2,0.06E-2
2557,5.90,7.09,9.95E-3,0.40E-3,0.22E-3,0.47E-3
2557,7.09,8.48,7.40E-3,0.28E-3,0.12E-3,0.32E-3
2557,8.48,11.00,4.35E-3,0.15E-3,0.05E-3,0.17E-3
2557,11.00,16.60,2.15E-3,0.06E-3,0.02E-3,0.08E-3
2557,16.60,22.80,8.64E-4,0.34E-4,0.12E-4,0.30E-4
2557,22.80,41.90,2.55E-4,0.09E-4,0.03E-4,0.08E-4
2558,1.00,1.92,1.11E-2,0.22E-2,0.05E-2,0.10E-2
2558,1.92,2.97,1.62E-2,0.18E-2,0.07E-2,0.13E-2
2558,2.97,4.02,1.53E-2,0.18E-2,0.04E-2,0.09E-2
2558,4.02,4.88,1.56E-2,0.08E-2,0.02E-2,0.07E-2
2558,4.88,5.90,1.27E-2,0.06E-2,0.01E-2,0.06E-2
2558,5.90,7.09,1.11E-2,0.05E-2,0.03E-2,0.05E-2
2558,7.09,8.48,7.57E-3,0.32E-3,0.20E-3,0.36E-3
2558,8.48,11.00,4.25E-3,0.17E-3,0.07E-3,0.18E-3
2558,11.00,16.60,2.18E-3,0.07E-3,0.03E-3,0.08E-3
2558,16.60,22.80,9.15E-4,0.39E-4,0.14E-4,0.33E-4
2558,22.80,41.90,2.54E-4,0.10E-4,0.04E-4,0.09E-4
2559,1.00,1.92,1.22E-2,0.23E-2,0.06E-2,0.12E-2
2559,1.92,2.97,1.47E-2,0.17E-2,0.07E-2,0.12E-2
2559,2.97,4.02,1.65E-2,0.17E-2,0.04E-2,0.09E-2
2559,4.02,4.88,1.44E-2,0.08E-2,0.02E-2,0.07E-2
2559,4.88,5.90,1.36E-2,0.06E-2,0.01E-2,0.06E-2
2559,5.90,7.09,1.08E-2,0.05E-2,0.02E-2,0.05E-2
2559,7.09,8.48,7.32E-3,0.31E-3,0.10E-3,0.31E-3
2559,8.48,11.00,4.69E-3,0.18E-3,0.07E-3,0.19E-3
2559,11.00,16.60,2.21E-3,0.08E-3,0.03E-3,0.08E-3
2559,16.60,22.80,8.13E-4,0.37E-4,0.11E-4,0.28E-4
2559,22.80,41.90,2.76E-4,0.10E-4,0.02E-4,0.08E-4
2560,1.00,1.92,1.17E-2,0.21E-2,0.06E-2,0.11E-2
2560,1.92,2.97,1.83E-2,0.19E-2,0.08E-2,0.15E-2
2560,2.97,4.02,1.74E-2,0.18E-2,0.05E-2,0.10E-2
2560,4.02,4.88,1.52E-2,0.08E-2,0.02E-2,0.07E-2
2560,4.88,5.90,1.45E-2,0.07E-2,0.01E-2,0.06E-2
2560,5.90,7.09,1.08E-2,0.05E-2,0.02E-2,0.05E-2
2560,7.09,8.48,8.76E-3,0.35E-3,0.12E-3,0.37E-3
2560,8.48,11.00,4.72E-3,0.17E-3,0.07E-3,0.19E-3
2560,11.00,16.60,2.26E-3,0.08E-3,0.04E-3,0.09E-3
2560,16.60,22.80,9.78E-4,0.41E-4,0.18E-4,0.36E-4
2560,22.80,41.90,2.54E-4,0.10E-4,0.04E-4,0.08E-4
2561,1.00,1.92,6.17E-3,1.76E-3,0.35E-3,0.61E-3
2561,1.92,2.97,1.86E-2,0.21E-2,0.08E-2,0.15E-2
2561,2.97,4.02,1.66E-2,0.19E-2,0.05E-2,0.09E-2
2561,4.02,4.88,1.50E-2,0.09E-2,0.03E-2,0.07E-2
2561,4.88,5.90,1.24E-2,0.07E-2,0.01E-2,0.05E-2
2561,5.90,7.09,1.07E-2,0.05E-2,0.03E-2,0.05E-2
2561,7.09,8.48,7.02E-3,0.34E-3,0.15E-3,0.32E-3
2561,8.48,11.00,4.56E-3,0.19E-3,0.05E-3,0.18E-3
2561,11.00,16.60,2.15E-3,0.08E-3,0.03E-3,0.08E-3
2561,16.60,22.80,9.73E-4,0.44E-4,0.16E-4,0.35E-4
2561,22.80,41.90,2.59E-4,0.11E-4,0.05E-4,0.09E-4
2562,1.00,1.92,1.10E-2,0.22E-2,0.05E-2,0.10E-2
2562,1.92,2.97,1.81E-2,0.20E-2,0.08E-2,0.14E-2
2562,2.97,4.02,1.68E-2,0.19E-2,0.05E-2,0.10E-2
2562,4.02,4.88,1.51E-2,0.09E-2,0.02E-2,0.07E-2
2562,4.88,5.90,1.48E-2,0.08E-2,0.02E-2,0.07E-2
2562,5.90,7.09,1.01E-2,0.05E-2,0.02E-2,0.05E-2
2562,7.09,8.48,8.17E-3,0.39E-3,0.20E-3,0.38E-3
2562,8.48,11.00,4.94E-3,0.21E-3,0.08E-3,0.20E-3
2562,11.00,16.60,2.26E-3,0.09E-3,0.04E-3,0.09E-3
2562,16.60,22.80,8.61E-4,0.43E-4,0.18E-4,0.33E-4
2562,22.80,41.90,2.55E-4,0.11E-4,0.05E-4,0.09E-4
2563,1.00,1.92,1.24E-2,0.29E-2,0.06E-2,0.12E-2
2563,1.92,2.97,1.47E-2,0.21E-2,0.07E-2,0.12E-2
2563,2.97,4.02,1.74E-2,0.19E-2,0.03E-2,0.09E-2
2563,4.02,4.88,1.67E-2,0.10E-2,0.02E-2,0.08E-2
2563,4.88,5.90,1.27E-2,0.08E-2,0.02E-2,0.06E-2
2563,5.90,7.09,1.04E-2,0.06E-2,0.02E-2,0.05E-2
2563,7.09,8.48,8.26E-3,0.42E-3,0.16E-3,0.36E-3
2563,8.48,11.00,4.92E-3,0.23E-3,0.08E-3,0.20E-3
2563,11.00,16.60,2.07E-3,0.09E-3,0.04E-3,0.08E-3
2563,16.60,22.80,9.04E-4,0.49E-4,0.15E-4,0.33E-4
2563,22.80,41.90,2.58E-4,0.12E-4,0.06E-4,0.10E-4
2564,1.00,1.92,8.76E-3,1.76E-3,0.43E-3,0.82E-3
2564,1.92,2.97,1.70E-2,0.17E-2,0.08E-2,0.14E-2
2564,2.97,4.02,1.66E-2,0.17E-2,0.04E-2,0.09E-2
2564,4.02,4.88,1.39E-2,0.08E-2,0.02E-2,0.07E-2
2564,4.88,5.90,1.29E-2,0.06E-2,0.01E-2,0.06E-2
2564,5.90,7.09,9.05E-3,0.45E-3,0.24E-3,0.44E-3
2564,7.09,8.48,6.81E-3,0.32E-3,0.10E-3,0.29E-3
2564,8.48,11.00,4.70E-3,0.18E-3,0.04E-3,0.18E-3
2564,11.00,16.60,2.17E-3,0.08E-3,0.03E-3,0.08E-3
2564,16.60,22.80,8.16E-4,0.39E-4,0.20E-4,0.33E-4
2564,22.80,41.90,2.57E-4,0.10E-4,0.05E-4,0.09E-4
