bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,center_date
2537,13.0,14.1,2.221,0.012,0.01,0.026,2019-08-11
2537,14.1,15.3,1.768,0.01,0.008,0.021,2019-08-11
2537,15.3,16.6,1.44,0.008,0.007,0.017,2019-08-11
2537,16.6,18.0,1.168,0.007,0.005,0.014,2019-08-11
2537,18.0,19.5,0.9499,0.0058,0.0044,0.0114,2019-08-11
2537,19.5,21.1,0.7663,0.0048,0.0036,0.0092,2019-08-11
2537,21.1,22.8,0.6253,0.0042,0.0029,0.0076,2019-08-11
2537,22.8,24.7,0.5052,0.0035,0.0024,0.0062,2019-08-11
2537,24.7,26.7,0.4065,0.003,0.0019,0.005,2019-08-11
2537,26.7,28.8,0.3319,0.0027,0.0016,0.0041,2019-08-11
2537,28.8,31.1,0.269,0.0023,0.0013,0.0033,2019-08-11
2537,31.1,33.5,0.2195,0.002,0.001,0.0027,2019-08-11
2537,33.5,36.1,0.1804,0.0018,0.0008,0.0023,2019-08-11
2537,36.1,38.9,0.1489,0.0016,0.0007,0.0019,2019-08-11
2537,38.9,41.9,0.1208,0.0014,0.0006,0.0015,2019-08-11
2537,41.9,45.1,0.09894,0.00118,0.00046,0.00128,2019-08-11
2537,45.1,48.5,0.08069,0.00104,0.00038,0.00106,2019-08-11
2537,48.5,52.2,0.06714,0.00091,0.00031,0.00089,2019-08-11
2537,52.2,56.1,0.05586,0.00081,0.00026,0.00075,2019-08-11
2537,56.1,60.3,0.04316,0.00068,0.0002,0.00059,2019-08-11
2538,1.92,2.15,113.2,0.3,1.1,1.7,2019-09-07
2538,2.15,2.4,97.45,0.23,0.73,1.24,2019-09-07
2538,2.4,2.67,83.51,0.18,0.58,0.97,2019-09-07
2538,2.67,2.97,71.55,0.15,0.45,0.79,2019-09-07
2538,2.97,3.29,60.9,0.13,0.37,0.66,2019-09-07
2538,3.29,3.64,50.64,0.11,0.29,0.54,2019-09-07
2538,3.64,4.02,41.78,0.08,0.23,0.45,2019-09-07
2538,4.02,4.43,34.38,0.07,0.18,0.37,2019-09-07
2538,4.43,4.88,28.18,0.06,0.15,0.3,2019-09-07
2538,4.88,5.37,22.92,0.05,0.11,0.25,2019-09-07
2538,5.37,5.9,18.71,0.04,0.09,0.2,2019-09-07
2538,5.9,6.47,15.18,0.03,0.07,0.17,2019-09-07
2538,6.47,7.09,12.27,0.03,0.06,0.14,2019-09-07
2538,7.09,7.76,9.818,0.021,0.047,0.109,2019-09-07
2538,7.76,8.48,7.952,0.018,0.037,0.089,2019-09-07
2538,8.48,9.26,6.421,0.015,0.03,0.072,2019-09-07
2538,9.26,10.1,5.18,0.013,0.024,0.058,2019-09-07
2538,10.1,11.0,4.186,0.011,0.019,0.047,2019-09-07
2538,11.0,12.0,3.358,0.009,0.016,0.038,2019-09-07
2538,12.0,13.0,2.717,0.008,0.013,0.031,2019-09-07
2538,13.0,14.1,2.203,0.007,0.01,0.026,2019-09-07
2538,14.1,15.3,1.795,0.005,0.008,0.021,2019-09-07
2538,15.3,16.6,1.45,0.005,0.007,0.017,2019-09-07
2538,16.6,18.0,1.173,0.004,0.005,0.014,2019-09-07
2538,18.0,19.5,0.9433,0.0031,0.0044,0.0113,2019-09-07
2538,19.5,21.1,0.773,0.0026,0.0036,0.0093,2019-09-07
2538,21.1,22.8,0.6255,0.0022,0.0029,0.0076,2019-09-07
2538,22.8,24.7,0.5042,0.0019,0.0023,0.0062,2019-09-07
2538,24.7,26.7,0.4109,0.0016,0.0019,0.005,2019-09-07
2538,26.7,28.8,0.3368,0.0014,0.0016,0.0042,2019-09-07
2538,28.8,31.1,0.2712,0.0012,0.0013,0.0034,2019-09-07
2538,31.1,33.5,0.2231,0.0011,0.001,0.0028,2019-09-07
2538,33.5,36.1,0.1807,0.0009,0.0008,0.0023,2019-09-07
2538,36.1,38.9,0.1467,0.0008,0.0007,0.0019,2019-09-07
2538,38.9,41.9,0.1223,0.0007,0.0006,0.0016,2019-09-07
2538,41.9,45.1,0.09914,0.00063,0.00046,0.00128,2019-09-07
2538,45.1,48.5,0.08022,0.00055,0.00037,0.00105,2019-09-07
2538,48.5,52.2,0.06674,0.00048,0.00031,0.00089,2019-09-07
2538,52.2,56.1,0.05394,0.00042,0.00025,0.00073,2019-09-07
2538,56.1,60.3,0.04497,0.00037,0.00021,0.00062,2019-09-07
2539,1.92,2.15,113.0,0.2,1.1,1.7,2019-10-04
2539,2.15,2.4,97.55,0.19,0.67,1.25,2019-10-04
2539,2.4,2.67,83.43,0.15,0.52,0.97,2019-10-04
2539,2.67,2.97,71.75,0.13,0.4,0.79,2019-10-04
2539,2.97,3.29,60.82,0.11,0.31,0.66,2019-10-04
2539,3.29,3.64,50.69,0.09,0.25,0.54,2019-10-04
2539,3.64,4.02,41.83,0.07,0.19,0.45,2019-10-04
2539,4.02,4.43,34.34,0.06,0.15,0.37,2019-10-04
2539,4.43,4.88,28.26,0.05,0.12,0.3,2019-10-04
2539,4.88,5.37,23.1,0.04,0.09,0.25,2019-10-04
2539,5.37,5.9,18.82,0.03,0.07,0.21,2019-10-04
2539,5.9,6.47,15.26,0.03,0.06,0.17,2019-10-04
2539,6.47,7.09,12.3,0.02,0.05,0.14,2019-10-04
2539,7.09,7.76,9.884,0.018,0.036,0.11,2019-10-04
2539,7.76,8.48,7.947,0.015,0.028,0.089,2019-10-04
2539,8.48,9.26,6.41,0.013,0.023,0.072,2019-10-04
2539,9.26,10.1,5.183,0.011,0.018,0.058,2019-10-04
2539,10.1,11.0,4.2,0.009,0.015,0.048,2019-10-04
2539,11.0,12.0,3.369,0.008,0.012,0.038,2019-10-04
2539,12.0,13.0,2.726,0.007,0.009,0.031,2019-10-04
2539,13.0,14.1,2.217,0.006,0.008,0.026,2019-10-04
2539,14.1,15.3,1.789,0.005,0.006,0.021,2019-10-04
2539,15.3,16.6,1.453,0.004,0.005,0.017,2019-10-04
2539,16.6,18.0,1.17,0.003,0.004,0.014,2019-10-04
2539,18.0,19.5,0.9523,0.0026,0.0033,0.0114,2019-10-04
2539,19.5,21.1,0.7671,0.0022,0.0027,0.0092,2019-10-04
2539,21.1,22.8,0.6231,0.0019,0.0022,0.0076,2019-10-04
2539,22.8,24.7,0.5083,0.0016,0.0018,0.0062,2019-10-04
2539,24.7,26.7,0.4105,0.0014,0.0014,0.005,2019-10-04
2539,26.7,28.8,0.335,0.0012,0.0012,0.0041,2019-10-04
2539,28.8,31.1,0.2738,0.0011,0.001,0.0034,2019-10-04
2539,31.1,33.5,0.2226,0.0009,0.0008,0.0028,2019-10-04
2539,33.5,36.1,0.1814,0.0008,0.0006,0.0023,2019-10-04
2539,36.1,38.9,0.1481,0.0007,0.0005,0.0019,2019-10-04
2539,38.9,41.9,0.121,0.0006,0.0004,0.0015,2019-10-04
2539,41.9,45.1,0.1007,0.0005,0.0004,0.0013,2019-10-04
2539,45.1,48.5,0.08092,0.00048,0.00028,0.00106,2019-10-04
2539,48.5,52.2,0.0671,0.00042,0.00023,0.00089,2019-10-04
2539,52.2,56.1,0.05483,0.00037,0.00019,0.00074,2019-10-04
2539,56.1,60.3,0.04495,0.00032,0.00016,0.00062,2019-10-04
2540,1.92,2.15,112.6,0.3,1.1,1.7,2019-10-31
2540,2.15,2.4,97.03,0.29,0.7,1.24,2019-10-31
2540,2.4,2.67,83.85,0.23,0.57,0.97,2019-10-31
2540,2.67,2.97,71.54,0.19,0.43,0.79,2019-10-31
2540,2.97,3.29,60.65,0.16,0.34,0.66,2019-10-31
2540,3.29,3.64,50.79,0.13,0.28,0.55,2019-10-31
2540,3.64,4.02,41.99,0.11,0.22,0.45,2019-10-31
2540,4.02,4.43,34.38,0.09,0.17,0.37,2019-10-31
2540,4.43,4.88,28.19,0.07,0.14,0.3,2019-10-31
2540,4.88,5.37,22.99,0.06,0.11,0.25,2019-10-31
2540,5.37,5.9,18.63,0.05,0.09,0.2,2019-10-31
2540,5.9,6.47,15.17,0.04,0.07,0.17,2019-10-31
2540,6.47,7.09,12.35,0.03,0.05,0.14,2019-10-31
2540,7.09,7.76,9.937,0.027,0.043,0.11,2019-10-31
2540,7.76,8.48,8.008,0.023,0.035,0.089,2019-10-31
2540,8.48,9.26,6.402,0.019,0.028,0.072,2019-10-31
2540,9.26,10.1,5.196,0.016,0.022,0.059,2019-10-31
2540,10.1,11.0,4.174,0.014,0.018,0.047,2019-10-31
2540,11.0,12.0,3.36,0.011,0.014,0.038,2019-10-31
2540,12.0,13.0,2.725,0.01,0.012,0.031,2019-10-31
2540,13.0,14.1,2.207,0.008,0.009,0.026,2019-10-31
2540,14.1,15.3,1.789,0.007,0.008,0.021,2019-10-31
2540,15.3,16.6,1.456,0.006,0.006,0.017,2019-10-31
2540,16.6,18.0,1.172,0.005,0.005,0.014,2019-10-31
2540,18.0,19.5,0.948,0.0039,0.004,0.0113,2019-10-31
2540,19.5,21.1,0.7717,0.0033,0.0033,0.0093,2019-10-31
2540,21.1,22.8,0.6255,0.0028,0.0027,0.0076,2019-10-31
2540,22.8,24.7,0.5061,0.0024,0.0022,0.0062,2019-10-31
2540,24.7,26.7,0.4123,0.0021,0.0018,0.0051,2019-10-31
2540,26.7,28.8,0.3317,0.0018,0.0014,0.0041,2019-10-31
2540,28.8,31.1,0.2726,0.0016,0.0012,0.0034,2019-10-31
2540,31.1,33.5,0.2229,0.0014,0.0009,0.0028,2019-10-31
2540,33.5,36.1,0.1827,0.0012,0.0008,0.0023,2019-10-31
2540,36.1,38.9,0.1479,0.001,0.0006,0.0019,2019-10-31
2540,38.9,41.9,0.123,0.0009,0.0005,0.0016,2019-10-31
2540,41.9,45.1,0.09697,0.00079,0.00041,0.00125,2019-10-31
2540,45.1,48.5,0.08119,0.0007,0.00035,0.00106,2019-10-31
2540,48.5,52.2,0.06614,0.00061,0.00028,0.00088,2019-10-31
2540,52.2,56.1,0.05434,0.00054,0.00023,0.00073,2019-10-31
2540,56.1,60.3,0.04525,0.00047,0.00019,0.00062,2019-10-31
2543,1.92,2.15,113.6,0.4,1.1,1.7,2020-01-20
2543,2.15,2.4,97.59,0.37,0.71,1.25,2020-01-20
2543,2.4,2.67,82.63,0.3,0.55,0.96,2020-01-20
2543,2.67,2.97,71.05,0.25,0.43,0.79,2020-01-20
2543,2.97,3.29,60.32,0.21,0.34,0.65,2020-01-20
2543,3.29,3.64,50.52,0.18,0.28,0.54,2020-01-20
2543,3.64,4.02,41.9,0.14,0.22,0.45,2020-01-20
2543,4.02,4.43,34.4,0.11,0.17,0.37,2020-01-20
2543,4.43,4.88,28.25,0.09,0.14,0.3,2020-01-20
2543,4.88,5.37,23.08,0.08,0.11,0.25,2020-01-20
2543,5.37,5.9,18.74,0.06,0.09,0.2,2020-01-20
2543,5.9,6.47,15.28,0.05,0.07,0.17,2020-01-20
2543,6.47,7.09,12.24,0.04,0.05,0.14,2020-01-20
2543,7.09,7.76,9.926,0.035,0.044,0.11,2020-01-20
2543,7.76,8.48,7.943,0.03,0.035,0.089,2020-01-20
2543,8.48,9.26,6.406,0.025,0.028,0.072,2020-01-20
2543,9.26,10.1,5.169,0.021,0.022,0.058,2020-01-20
2543,10.1,11.0,4.165,0.018,0.018,0.047,2020-01-20
2543,11.0,12.0,3.367,0.015,0.014,0.038,2020-01-20
2543,12.0,13.0,2.726,0.013,0.012,0.031,2020-01-20
2543,13.0,14.1,2.225,0.011,0.01,0.026,2020-01-20
2543,14.1,15.3,1.801,0.009,0.008,0.021,2020-01-20
2543,15.3,16.6,1.462,0.008,0.006,0.017,2020-01-20
2543,16.6,18.0,1.174,0.006,0.005,0.014,2020-01-20
2543,18.0,19.5,0.9504,0.0051,0.0041,0.0114,2020-01-20
2543,19.5,21.1,0.7723,0.0043,0.0033,0.0093,2020-01-20
2543,21.1,22.8,0.6223,0.0037,0.0027,0.0075,2020-01-20
2543,22.8,24.7,0.5007,0.0031,0.0021,0.0061,2020-01-20
2543,24.7,26.7,0.4087,0.0027,0.0017,0.005,2020-01-20
2543,26.7,28.8,0.3343,0.0024,0.0014,0.0041,2020-01-20
2543,28.8,31.1,0.2753,0.0021,0.0012,0.0034,2020-01-20
2543,31.1,33.5,0.2217,0.0018,0.0009,0.0028,2020-01-20
2543,33.5,36.1,0.1833,0.0016,0.0008,0.0023,2020-01-20
2543,36.1,38.9,0.1453,0.0014,0.0006,0.0018,2020-01-20
2543,38.9,41.9,0.1215,0.0012,0.0005,0.0016,2020-01-20
2543,41.9,45.1,0.09924,0.00106,0.00042,0.00128,2020-01-20
2543,45.1,48.5,0.08148,0.00093,0.00035,0.00107,2020-01-20
2543,48.5,52.2,0.06725,0.00081,0.00029,0.00089,2020-01-20
2543,52.2,56.1,0.05413,0.00071,0.00023,0.00073,2020-01-20
2543,56.1,60.3,0.04568,0.00063,0.00019,0.00063,2020-01-20
2544,1.92,2.15,115.2,0.2,1.1,1.7,2020-02-16
2544,2.15,2.4,98.89,0.19,0.68,1.26,2020-02-16
2544,2.4,2.67,84.96,0.15,0.53,0.99,2020-02-16
2544,2.67,2.97,72.54,0.13,0.4,0.8,2020-02-16
2544,2.97,3.29,61.37,0.11,0.31,0.67,2020-02-16
2544,3.29,3.64,51.24,0.09,0.25,0.55,2020-02-16
2544,3.64,4.02,42.19,0.07,0.19,0.45,2020-02-16
2544,4.02,4.43,34.75,0.06,0.15,0.37,2020-02-16
2544,4.43,4.88,28.5,0.05,0.11,0.31,2020-02-16
2544,4.88,5.37,23.24,0.04,0.09,0.25,2020-02-16
2544,5.37,5.9,18.93,0.03,0.07,0.21,2020-02-16
2544,5.9,6.47,15.35,0.03,0.05,0.17,2020-02-16
2544,6.47,7.09,12.37,0.02,0.04,0.14,2020-02-16
2544,7.09,7.76,9.979,0.018,0.034,0.111,2020-02-16
2544,7.76,8.48,7.988,0.015,0.026,0.089,2020-02-16
2544,8.48,9.26,6.464,0.013,0.021,0.073,2020-02-16
2544,9.26,10.1,5.243,0.011,0.017,0.059,2020-02-16
2544,10.1,11.0,4.228,0.009,0.014,0.048,2020-02-16
2544,11.0,12.0,3.379,0.007,0.011,0.039,2020-02-16
2544,12.0,13.0,2.736,0.007,0.009,0.031,2020-02-16
2544,13.0,14.1,2.242,0.006,0.007,0.026,2020-02-16
2544,14.1,15.3,1.796,0.005,0.006,0.021,2020-02-16
2544,15.3,16.6,1.453,0.004,0.005,0.017,2020-02-16
2544,16.6,18.0,1.176,0.003,0.004,0.014,2020-02-16
2544,18.0,19.5,0.9522,0.0026,0.0031,0.0114,2020-02-16
2544,19.5,21.1,0.7701,0.0022,0.0025,0.0093,2020-02-16
2544,21.1,22.8,0.6262,0.0018,0.002,0.0076,2020-02-16
2544,22.8,24.7,0.5082,0.0016,0.0016,0.0062,2020-02-16
2544,24.7,26.7,0.4142,0.0014,0.0013,0.0051,2020-02-16
2544,26.7,28.8,0.3346,0.0012,0.0011,0.0041,2020-02-16
2544,28.8,31.1,0.2744,0.001,0.0009,0.0034,2020-02-16
2544,31.1,33.5,0.223,0.0009,0.0007,0.0028,2020-02-16
2544,33.5,36.1,0.1827,0.0008,0.0006,0.0023,2020-02-16
2544,36.1,38.9,0.1506,0.0007,0.0005,0.0019,2020-02-16
2544,38.9,41.9,0.1221,0.0006,0.0004,0.0016,2020-02-16
2544,41.9,45.1,0.09886,0.00053,0.00032,0.00128,2020-02-16
2544,45.1,48.5,0.0827,0.00047,0.00027,0.00108,2020-02-16
2544,48.5,52.2,0.0675,0.0004,0.00022,0.0009,2020-02-16
2544,52.2,56.1,0.05507,0.00036,0.00018,0.00074,2020-02-16
2544,56.1,60.3,0.04508,0.00031,0.00014,0.00062,2020-02-16
2545,1.92,2.15,114.9,0.2,1.2,1.7,2020-03-14
2545,2.15,2.4,99.57,0.21,0.83,1.27,2020-03-14
2545,2.4,2.67,85.15,0.16,0.66,0.99,2020-03-14
2545,2.67,2.97,72.99,0.13,0.52,0.81,2020-03-14
2545,2.97,3.29,61.54,0.12,0.42,0.67,2020-03-14
2545,3.29,3.64,51.29,0.09,0.34,0.55,2020-03-14
2545,3.64,4.02,42.24,0.07,0.27,0.45,2020-03-14
2545,4.02,4.43,34.73,0.06,0.21,0.37,2020-03-14
2545,4.43,4.88,28.49,0.05,0.17,0.31,2020-03-14
2545,4.88,5.37,23.28,0.04,0.14,0.25,2020-03-14
2545,5.37,5.9,18.9,0.03,0.11,0.21,2020-03-14
2545,5.9,6.47,15.33,0.03,0.09,0.17,2020-03-14
2545,6.47,7.09,12.35,0.02,0.07,0.14,2020-03-14
2545,7.09,7.76,9.929,0.019,0.055,0.11,2020-03-14
2545,7.76,8.48,8.02,0.016,0.044,0.089,2020-03-14
2545,8.48,9.26,6.475,0.013,0.036,0.073,2020-03-14
2545,9.26,10.1,5.225,0.011,0.029,0.059,2020-03-14
2545,10.1,11.0,4.192,0.009,0.023,0.048,2020-03-14
2545,11.0,12.0,3.378,0.008,0.018,0.039,2020-03-14
2545,12.0,13.0,2.74,0.007,0.015,0.032,2020-03-14
2545,13.0,14.1,2.213,0.006,0.012,0.026,2020-03-14
2545,14.1,15.3,1.799,0.005,0.01,0.021,2020-03-14
2545,15.3,16.6,1.455,0.004,0.008,0.017,2020-03-14
2545,16.6,18.0,1.172,0.003,0.006,0.014,2020-03-14
2545,18.0,19.5,0.9506,0.0027,0.0052,0.0114,2020-03-14
2545,19.5,21.1,0.7715,0.0023,0.0042,0.0093,2020-03-14
2545,21.1,22.8,0.6303,0.002,0.0034,0.0076,2020-03-14
2545,22.8,24.7,0.5082,0.0016,0.0028,0.0062,2020-03-14
2545,24.7,26.7,0.414,0.0014,0.0023,0.0051,2020-03-14
2545,26.7,28.8,0.336,0.0013,0.0018,0.0042,2020-03-14
2545,28.8,31.1,0.2713,0.0011,0.0015,0.0034,2020-03-14
2545,31.1,33.5,0.2218,0.001,0.0012,0.0028,2020-03-14
2545,33.5,36.1,0.1835,0.0008,0.001,0.0023,2020-03-14
2545,36.1,38.9,0.1481,0.0007,0.0008,0.0019,2020-03-14
2545,38.9,41.9,0.1224,0.0006,0.0007,0.0016,2020-03-14
2545,41.9,45.1,0.09954,0.00056,0.00054,0.00129,2020-03-14
2545,45.1,48.5,0.08119,0.00049,0.00044,0.00106,2020-03-14
2545,48.5,52.2,0.06708,0.00043,0.00037,0.00089,2020-03-14
2545,52.2,56.1,0.05423,0.00037,0.0003,0.00073,2020-03-14
2545,56.1,60.3,0.04435,0.00032,0.00024,0.00061,2020-03-14
2546,1.92,2.15,116.1,0.2,1.1,1.7,2020-04-10
2546,2.15,2.4,99.9,0.2,0.7,1.28,2020-04-10
2546,2.4,2.67,85.77,0.16,0.55,1.0,2020-04-10
2546,2.67,2.97,73.13,0.13,0.41,0.81,2020-04-10
2546,2.97,3.29,62.1,0.11,0.32,0.67,2020-04-10
2546,3.29,3.64,51.37,0.09,0.25,0.55,2020-04-10
2546,3.64,4.02,42.47,0.07,0.19,0.45,2020-04-10
2546,4.02,4.43,34.88,0.06,0.15,0.37,2020-04-10
2546,4.43,4.88,28.56,0.05,0.11,0.31,2020-04-10
2546,4.88,5.37,23.34,0.04,0.09,0.25,2020-04-10
2546,5.37,5.9,18.99,0.03,0.07,0.21,2020-04-10
2546,5.9,6.47,15.37,0.03,0.05,0.17,2020-04-10
2546,6.47,7.09,12.48,0.02,0.04,0.14,2020-04-10
2546,7.09,7.76,9.995,0.018,0.034,0.111,2020-04-10
2546,7.76,8.48,8.058,0.015,0.027,0.09,2020-04-10
2546,8.48,9.26,6.476,0.013,0.021,0.073,2020-04-10
2546,9.26,10.1,5.235,0.011,0.017,0.059,2020-04-10
2546,10.1,11.0,4.224,0.009,0.014,0.048,2020-04-10
2546,11.0,12.0,3.41,0.008,0.011,0.039,2020-04-10
2546,12.0,13.0,2.74,0.007,0.009,0.032,2020-04-10
2546,13.0,14.1,2.238,0.006,0.007,0.026,2020-04-10
2546,14.1,15.3,1.806,0.005,0.006,0.021,2020-04-10
2546,15.3,16.6,1.461,0.004,0.005,0.017,2020-04-10
2546,16.6,18.0,1.181,0.003,0.004,0.014,2020-04-10
2546,18.0,19.5,0.9533,0.0026,0.003,0.0114,2020-04-10
2546,19.5,21.1,0.7726,0.0022,0.0025,0.0093,2020-04-10
2546,21.1,22.8,0.6262,0.0019,0.002,0.0076,2020-04-10
2546,22.8,24.7,0.5089,0.0016,0.0016,0.0062,2020-04-10
2546,24.7,26.7,0.4141,0.0014,0.0013,0.0051,2020-04-10
2546,26.7,28.8,0.3351,0.0012,0.0011,0.0041,2020-04-10
2546,28.8,31.1,0.273,0.001,0.0009,0.0034,2020-04-10
2546,31.1,33.5,0.2244,0.0009,0.0007,0.0028,2020-04-10
2546,33.5,36.1,0.1825,0.0008,0.0006,0.0023,2020-04-10
2546,36.1,38.9,0.1513,0.0007,0.0005,0.0019,2020-04-10
2546,38.9,41.9,0.1218,0.0006,0.0004,0.0016,2020-04-10
2546,41.9,45.1,0.09924,0.00054,0.00032,0.00128,2020-04-10
2546,45.1,48.5,0.08129,0.00047,0.00026,0.00106,2020-04-10
2546,48.5,52.2,0.06689,0.00041,0.00021,0.00089,2020-04-10
2546,52.2,56.1,0.05422,0.00036,0.00017,0.00073,2020-04-10
2546,56.1,60.3,0.04453,0.00031,0.00014,0.00061,2020-04-10
2547,1.92,2.15,115.7,0.2,1.2,1.7,2020-05-07
2547,2.15,2.4,99.68,0.19,0.83,1.27,2020-05-07
2547,2.4,2.67,85.35,0.16,0.67,0.99,2020-05-07
2547,2.67,2.97,72.7,0.13,0.52,0.8,2020-05-07
2547,2.97,3.29,61.64,0.11,0.42,0.67,2020-05-07
2547,3.29,3.64,51.39,0.09,0.34,0.55,2020-05-07
2547,3.64,4.02,42.37,0.07,0.27,0.45,2020-05-07
2547,4.02,4.43,34.8,0.06,0.22,0.37,2020-05-07
2547,4.43,4.88,28.53,0.05,0.17,0.31,2020-05-07
2547,4.88,5.37,23.32,0.04,0.14,0.25,2020-05-07
2547,5.37,5.9,18.95,0.03,0.11,0.21,2020-05-07
2547,5.9,6.47,15.34,0.03,0.09,0.17,2020-05-07
2547,6.47,7.09,12.39,0.02,0.07,0.14,2020-05-07
2547,7.09,7.76,9.989,0.018,0.056,0.111,2020-05-07
2547,7.76,8.48,8.044,0.015,0.045,0.09,2020-05-07
2547,8.48,9.26,6.489,0.013,0.036,0.073,2020-05-07
2547,9.26,10.1,5.233,0.011,0.029,0.059,2020-05-07
2547,10.1,11.0,4.211,0.009,0.023,0.048,2020-05-07
2547,11.0,12.0,3.38,0.008,0.019,0.039,2020-05-07
2547,12.0,13.0,2.722,0.007,0.015,0.031,2020-05-07
2547,13.0,14.1,2.227,0.006,0.012,0.026,2020-05-07
2547,14.1,15.3,1.806,0.005,0.01,0.021,2020-05-07
2547,15.3,16.6,1.462,0.004,0.008,0.017,2020-05-07
2547,16.6,18.0,1.178,0.003,0.007,0.014,2020-05-07
2547,18.0,19.5,0.9524,0.0026,0.0053,0.0114,2020-05-07
2547,19.5,21.1,0.7721,0.0022,0.0043,0.0093,2020-05-07
2547,21.1,22.8,0.6277,0.0019,0.0035,0.0076,2020-05-07
2547,22.8,24.7,0.5099,0.0016,0.0028,0.0062,2020-05-07
2547,24.7,26.7,0.4126,0.0014,0.0023,0.0051,2020-05-07
2547,26.7,28.8,0.3357,0.0012,0.0019,0.0041,2020-05-07
2547,28.8,31.1,0.2735,0.001,0.0015,0.0034,2020-05-07
2547,31.1,33.5,0.2227,0.0009,0.0012,0.0028,2020-05-07
2547,33.5,36.1,0.1824,0.0008,0.001,0.0023,2020-05-07
2547,36.1,38.9,0.1492,0.0007,0.0008,0.0019,2020-05-07
2547,38.9,41.9,0.1209,0.0006,0.0007,0.0015,2020-05-07
2547,41.9,45.1,0.09986,0.00053,0.00055,0.00129,2020-05-07
2547,45.1,48.5,0.08118,0.00047,0.00045,0.00106,2020-05-07
2547,48.5,52.2,0.06633,0.0004,0.00037,0.00088,2020-05-07
2547,52.2,56.1,0.05448,0.00036,0.0003,0.00073,2020-05-07
2547,56.1,60.3,0.04486,0.00031,0.00025,0.00062,2020-05-07
2548,1.92,2.15,116.5,0.3,1.2,1.8,2020-06-03
2548,2.15,2.4,100.2,0.2,0.7,1.3,2020-06-03
2548,2.4,2.67,85.67,0.2,0.56,0.99,2020-06-03
2548,2.67,2.97,72.77,0.16,0.42,0.81,2020-06-03
2548,2.97,3.29,61.79,0.14,0.33,0.67,2020-06-03
2548,3.29,3.64,51.66,0.12,0.26,0.55,2020-06-03
2548,3.64,4.02,42.69,0.09,0.21,0.46,2020-06-03
2548,4.02,4.43,35.08,0.07,0.16,0.38,2020-06-03
2548,4.43,4.88,28.61,0.06,0.12,0.31,2020-06-03
2548,4.88,5.37,23.38,0.05,0.1,0.25,2020-06-03
2548,5.37,5.9,19.08,0.04,0.08,0.21,2020-06-03
2548,5.9,6.47,15.39,0.03,0.06,0.17,2020-06-03
2548,6.47,7.09,12.49,0.03,0.05,0.14,2020-06-03
2548,7.09,7.76,9.978,0.023,0.037,0.111,2020-06-03
2548,7.76,8.48,8.061,0.019,0.029,0.09,2020-06-03
2548,8.48,9.26,6.535,0.016,0.023,0.073,2020-06-03
2548,9.26,10.1,5.229,0.014,0.019,0.059,2020-06-03
2548,10.1,11.0,4.248,0.012,0.015,0.048,2020-06-03
2548,11.0,12.0,3.401,0.01,0.012,0.039,2020-06-03
2548,12.0,13.0,2.748,0.009,0.01,0.032,2020-06-03
2548,13.0,14.1,2.24,0.007,0.008,0.026,2020-06-03
2548,14.1,15.3,1.802,0.006,0.006,0.021,2020-06-03
2548,15.3,16.6,1.464,0.005,0.005,0.017,2020-06-03
2548,16.6,18.0,1.184,0.004,0.004,0.014,2020-06-03
2548,18.0,19.5,0.9655,0.0033,0.0034,0.0115,2020-06-03
2548,19.5,21.1,0.7818,0.0028,0.0028,0.0094,2020-06-03
2548,21.1,22.8,0.6303,0.0024,0.0022,0.0076,2020-06-03
2548,22.8,24.7,0.5127,0.002,0.0018,0.0063,2020-06-03
2548,24.7,26.7,0.4178,0.0018,0.0015,0.0051,2020-06-03
2548,26.7,28.8,0.3343,0.0016,0.0012,0.0041,2020-06-03
2548,28.8,31.1,0.2758,0.0014,0.001,0.0034,2020-06-03
2548,31.1,33.5,0.2241,0.0012,0.0008,0.0028,2020-06-03
2548,33.5,36.1,0.1821,0.001,0.0006,0.0023,2020-06-03
2548,36.1,38.9,0.1488,0.0009,0.0005,0.0019,2020-06-03
2548,38.9,41.9,0.1212,0.0008,0.0004,0.0016,2020-06-03
2548,41.9,45.1,0.1003,0.0007,0.0004,0.0013,2020-06-03
2548,45.1,48.5,0.08288,0.00061,0.00029,0.00108,2020-06-03
2548,48.5,52.2,0.06722,0.00053,0.00024,0.00089,2020-06-03
2548,52.2,56.1,0.05475,0.00046,0.00019,0.00074,2020-06-03
2548,56.1,60.3,0.04527,0.00041,0.00016,0.00062,2020-06-03
2552,1.92,2.15,115.4,0.3,1.2,1.7,2020-09-19
2552,2.15,2.4,99.87,0.28,0.85,1.27,2020-09-19
2552,2.4,2.67,85.14,0.22,0.68,0.99,2020-09-19
2552,2.67,2.97,73.23,0.19,0.54,0.81,2020-09-19
2552,2.97,3.29,61.78,0.16,0.44,0.67,2020-09-19
2552,3.29,3.64,51.34,0.13,0.35,0.55,2020-09-19
2552,3.64,4.02,42.46,0.1,0.28,0.45,2020-09-19
2552,4.02,4.43,34.59,0.08,0.22,0.37,2020-09-19
2552,4.43,4.88,28.45,0.07,0.18,0.31,2020-09-19
