bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,center_date
2461,4.43,4.88,21.38,0.04,0.08,0.23,2013-12-28
2461,4.88,5.37,18.12,0.03,0.06,0.2,2013-12-28
2461,5.37,5.9,15.2,0.03,0.05,0.17,2013-12-28
2461,5.9,6.47,12.64,0.02,0.04,0.14,2013-12-28
2461,6.47,7.09,10.48,0.02,0.03,0.12,2013-12-28
2461,7.09,7.76,8.646,0.016,0.028,0.096,2013-12-28
2461,7.76,8.48,7.094,0.013,0.023,0.079,2013-12-28
2461,8.48,9.26,5.809,0.011,0.019,0.065,2013-12-28
2461,9.26,10.1,4.755,0.01,0.015,0.054,2013-12-28
2461,10.1,11.0,3.886,0.008,0.013,0.044,2013-12-28
2461,11.0,12.0,3.152,0.007,0.01,0.036,2013-12-28
2461,12.0,13.0,2.577,0.006,0.008,0.03,2013-12-28
2461,13.0,14.1,2.108,0.005,0.007,0.024,2013-12-28
2461,14.1,15.3,1.723,0.004,0.006,0.02,2013-12-28
2461,15.3,16.6,1.407,0.004,0.005,0.017,2013-12-28
2461,16.6,18.0,1.143,0.003,0.004,0.014,2013-12-28
2461,18.0,19.5,0.9258,0.0024,0.003,0.0111,2013-12-28
2461,19.5,21.1,0.753,0.002,0.0024,0.0091,2013-12-28
2461,21.1,22.8,0.6163,0.0018,0.002,0.0075,2013-12-28
2461,22.8,24.7,0.4991,0.0015,0.0016,0.0061,2013-12-28
2461,24.7,26.7,0.4061,0.0013,0.0013,0.005,2013-12-28
2461,26.7,28.8,0.3295,0.0011,0.0011,0.0041,2013-12-28
2461,28.8,31.1,0.2699,0.001,0.0009,0.0034,2013-12-28
2461,31.1,33.5,0.2201,0.0009,0.0007,0.0028,2013-12-28
2461,33.5,36.1,0.1813,0.0008,0.0006,0.0023,2013-12-28
2461,36.1,38.9,0.1485,0.0007,0.0005,0.0019,2013-12-28
2461,38.9,41.9,0.1214,0.0006,0.0004,0.0016,2013-12-28
2461,41.9,45.1,0.09917,0.0005,0.00032,0.00128,2013-12-28
2461,45.1,48.5,0.08183,0.00044,0.00026,0.00107,2013-12-28
2461,48.5,52.2,0.06703,0.00039,0.00022,0.00089,2013-12-28
2461,52.2,56.1,0.05471,0.00034,0.00018,0.00074,2013-12-28
2461,56.1,60.3,0.04486,0.0003,0.00014,0.00062,2013-12-28
2462,1.92,2.15,46.29,0.12,0.4,0.7,2014-01-24
2462,2.15,2.4,45.63,0.11,0.3,0.58,2014-01-24
2462,2.4,2.67,43.22,0.1,0.23,0.5,2014-01-24
2462,2.67,2.97,40.28,0.08,0.19,0.45,2014-01-24
2462,2.97,3.29,36.74,0.07,0.16,0.4,2014-01-24
2462,3.29,3.64,32.81,0.06,0.13,0.35,2014-01-24
2462,3.64,4.02,28.73,0.05,0.11,0.31,2014-01-24
2462,4.02,4.43,24.85,0.04,0.09,0.27,2014-01-24
2462,4.43,4.88,21.29,0.04,0.07,0.23,2014-01-24
2462,4.88,5.37,18.07,0.03,0.06,0.2,2014-01-24
2462,5.37,5.9,15.17,0.03,0.05,0.17,2014-01-24
2462,5.9,6.47,12.64,0.02,0.04,0.14,2014-01-24
2462,6.47,7.09,10.49,0.02,0.03,0.12,2014-01-24
2462,7.09,7.76,8.635,0.016,0.028,0.096,2014-01-24
2462,7.76,8.48,7.078,0.013,0.023,0.079,2014-01-24
2462,8.48,9.26,5.793,0.011,0.019,0.065,2014-01-24
2462,9.26,10.1,4.757,0.01,0.015,0.054,2014-01-24
2462,10.1,11.0,3.854,0.008,0.012,0.044,2014-01-24
2462,11.0,12.0,3.148,0.007,0.01,0.036,2014-01-24
2462,12.0,13.0,2.568,0.006,0.008,0.03,2014-01-24
2462,13.0,14.1,2.102,0.005,0.007,0.024,2014-01-24
2462,14.1,15.3,1.712,0.004,0.005,0.02,2014-01-24
2462,15.3,16.6,1.404,0.004,0.005,0.017,2014-01-24
2462,16.6,18.0,1.128,0.003,0.004,0.013,2014-01-24
2462,18.0,19.5,0.9212,0.0024,0.003,0.011,2014-01-24
2462,19.5,21.1,0.7484,0.002,0.0024,0.009,2014-01-24
2462,21.1,22.8,0.6125,0.0018,0.002,0.0074,2014-01-24
2462,22.8,24.7,0.4986,0.0015,0.0016,0.0061,2014-01-24
2462,24.7,26.7,0.4041,0.0013,0.0013,0.005,2014-01-24
2462,26.7,28.8,0.3306,0.0011,0.0011,0.0041,2014-01-24
2462,28.8,31.1,0.2697,0.001,0.0009,0.0034,2014-01-24
2462,31.1,33.5,0.2201,0.0009,0.0007,0.0028,2014-01-24
2462,33.5,36.1,0.1802,0.0008,0.0006,0.0023,2014-01-24
2462,36.1,38.9,0.147,0.0007,0.0005,0.0019,2014-01-24
2462,38.9,41.9,0.121,0.0006,0.0004,0.0015,2014-01-24
2462,41.9,45.1,0.09944,0.00051,0.00032,0.00129,2014-01-24
2462,45.1,48.5,0.08101,0.00044,0.00026,0.00106,2014-01-24
2462,48.5,52.2,0.06682,0.00039,0.00021,0.00089,2014-01-24
2462,52.2,56.1,0.05463,0.00034,0.00018,0.00074,2014-01-24
2462,56.1,60.3,0.04516,0.0003,0.00015,0.00062,2014-01-24
2463,1.92,2.15,42.99,0.11,0.4,0.65,2014-02-20
2463,2.15,2.4,42.0,0.11,0.29,0.54,2014-02-20
2463,2.4,2.67,40.04,0.09,0.23,0.46,2014-02-20
2463,2.67,2.97,37.1,0.08,0.19,0.41,2014-02-20
2463,2.97,3.29,33.98,0.07,0.16,0.37,2014-02-20
2463,3.29,3.64,30.44,0.06,0.13,0.33,2014-02-20
2463,3.64,4.02,26.69,0.05,0.11,0.29,2014-02-20
2463,4.02,4.43,23.28,0.04,0.09,0.25,2014-02-20
2463,4.43,4.88,20.03,0.04,0.07,0.22,2014-02-20
2463,4.88,5.37,17.05,0.03,0.06,0.18,2014-02-20
2463,5.37,5.9,14.31,0.03,0.05,0.16,2014-02-20
2463,5.9,6.47,12.04,0.02,0.04,0.13,2014-02-20
2463,6.47,7.09,10.0,0.02,0.03,0.11,2014-02-20
2463,7.09,7.76,8.278,0.015,0.026,0.092,2014-02-20
2463,7.76,8.48,6.799,0.013,0.021,0.076,2014-02-20
2463,8.48,9.26,5.595,0.011,0.017,0.063,2014-02-20
2463,9.26,10.1,4.583,0.009,0.014,0.052,2014-02-20
2463,10.1,11.0,3.777,0.008,0.012,0.043,2014-02-20
2463,11.0,12.0,3.063,0.007,0.01,0.035,2014-02-20
2463,12.0,13.0,2.515,0.006,0.008,0.029,2014-02-20
2463,13.0,14.1,2.061,0.005,0.006,0.024,2014-02-20
2463,14.1,15.3,1.693,0.004,0.005,0.02,2014-02-20
2463,15.3,16.6,1.376,0.004,0.004,0.016,2014-02-20
2463,16.6,18.0,1.119,0.003,0.003,0.013,2014-02-20
2463,18.0,19.5,0.9124,0.0024,0.0028,0.0109,2014-02-20
2463,19.5,21.1,0.7447,0.002,0.0023,0.009,2014-02-20
2463,21.1,22.8,0.6069,0.0018,0.0019,0.0074,2014-02-20
2463,22.8,24.7,0.4963,0.0015,0.0015,0.0061,2014-02-20
2463,24.7,26.7,0.4047,0.0013,0.0013,0.005,2014-02-20
2463,26.7,28.8,0.3305,0.0011,0.001,0.0041,2014-02-20
2463,28.8,31.1,0.2693,0.001,0.0008,0.0033,2014-02-20
2463,31.1,33.5,0.2198,0.0009,0.0007,0.0028,2014-02-20
2463,33.5,36.1,0.1811,0.0008,0.0006,0.0023,2014-02-20
2463,36.1,38.9,0.1469,0.0007,0.0005,0.0019,2014-02-20
2463,38.9,41.9,0.1213,0.0006,0.0004,0.0016,2014-02-20
2463,41.9,45.1,0.09869,0.00051,0.00031,0.00128,2014-02-20
2463,45.1,48.5,0.0806,0.00044,0.00025,0.00105,2014-02-20
2463,48.5,52.2,0.06739,0.00039,0.00021,0.00089,2014-02-20
2463,52.2,56.1,0.05486,0.00034,0.00017,0.00074,2014-02-20
2463,56.1,60.3,0.04439,0.0003,0.00014,0.00061,2014-02-20
2464,1.92,2.15,44.55,0.12,0.4,0.67,2014-03-19
2464,2.15,2.4,43.42,0.11,0.3,0.55,2014-03-19
2464,2.4,2.67,41.5,0.09,0.23,0.48,2014-03-19
2464,2.67,2.97,38.4,0.08,0.19,0.43,2014-03-19
2464,2.97,3.29,35.02,0.07,0.16,0.38,2014-03-19
2464,3.29,3.64,31.44,0.06,0.13,0.34,2014-03-19
2464,3.64,4.02,27.71,0.05,0.11,0.3,2014-03-19
2464,4.02,4.43,24.19,0.04,0.09,0.26,2014-03-19
2464,4.43,4.88,20.83,0.04,0.08,0.22,2014-03-19
2464,4.88,5.37,17.64,0.03,0.06,0.19,2014-03-19
2464,5.37,5.9,14.81,0.03,0.05,0.16,2014-03-19
2464,5.9,6.47,12.39,0.02,0.04,0.14,2014-03-19
2464,6.47,7.09,10.27,0.02,0.03,0.11,2014-03-19
2464,7.09,7.76,8.514,0.016,0.028,0.095,2014-03-19
2464,7.76,8.48,7.004,0.013,0.023,0.078,2014-03-19
2464,8.48,9.26,5.771,0.011,0.019,0.065,2014-03-19
2464,9.26,10.1,4.726,0.01,0.015,0.053,2014-03-19
2464,10.1,11.0,3.854,0.008,0.013,0.044,2014-03-19
2464,11.0,12.0,3.132,0.007,0.01,0.036,2014-03-19
2464,12.0,13.0,2.559,0.006,0.008,0.029,2014-03-19
2464,13.0,14.1,2.115,0.005,0.007,0.025,2014-03-19
2464,14.1,15.3,1.72,0.004,0.006,0.02,2014-03-19
2464,15.3,16.6,1.399,0.004,0.005,0.016,2014-03-19
2464,16.6,18.0,1.134,0.003,0.004,0.013,2014-03-19
2464,18.0,19.5,0.9275,0.0024,0.003,0.0111,2014-03-19
2464,19.5,21.1,0.7505,0.002,0.0024,0.009,2014-03-19
2464,21.1,22.8,0.6131,0.0018,0.002,0.0074,2014-03-19
2464,22.8,24.7,0.4996,0.0015,0.0016,0.0061,2014-03-19
2464,24.7,26.7,0.4064,0.0013,0.0013,0.005,2014-03-19
2464,26.7,28.8,0.3302,0.0011,0.0011,0.0041,2014-03-19
2464,28.8,31.1,0.269,0.001,0.0009,0.0033,2014-03-19
2464,31.1,33.5,0.2212,0.0009,0.0007,0.0028,2014-03-19
2464,33.5,36.1,0.1821,0.0008,0.0006,0.0023,2014-03-19
2464,36.1,38.9,0.148,0.0007,0.0005,0.0019,2014-03-19
2464,38.9,41.9,0.1218,0.0006,0.0004,0.0016,2014-03-19
2464,41.9,45.1,0.09945,0.00051,0.00032,0.00129,2014-03-19
2464,45.1,48.5,0.08134,0.00044,0.00026,0.00106,2014-03-19
2464,48.5,52.2,0.06661,0.00038,0.00022,0.00088,2014-03-19
2464,52.2,56.1,0.05454,0.00034,0.00018,0.00074,2014-03-19
2464,56.1,60.3,0.04465,0.00029,0.00014,0.00061,2014-03-19
2465,1.92,2.15,45.35,0.12,0.4,0.68,2014-04-15
2465,2.15,2.4,44.46,0.11,0.3,0.57,2014-04-15
2465,2.4,2.67,42.14,0.09,0.23,0.49,2014-04-15
2465,2.67,2.97,39.05,0.08,0.19,0.43,2014-04-15
2465,2.97,3.29,35.73,0.07,0.16,0.39,2014-04-15
2465,3.29,3.64,31.86,0.06,0.13,0.34,2014-04-15
2465,3.64,4.02,28.05,0.05,0.11,0.3,2014-04-15
2465,4.02,4.43,24.31,0.04,0.09,0.26,2014-04-15
2465,4.43,4.88,20.88,0.04,0.07,0.23,2014-04-15
2465,4.88,5.37,17.69,0.03,0.06,0.19,2014-04-15
2465,5.37,5.9,14.91,0.03,0.05,0.16,2014-04-15
2465,5.9,6.47,12.45,0.02,0.04,0.14,2014-04-15
2465,6.47,7.09,10.33,0.02,0.03,0.11,2014-04-15
2465,7.09,7.76,8.547,0.016,0.028,0.095,2014-04-15
2465,7.76,8.48,6.992,0.013,0.022,0.078,2014-04-15
2465,8.48,9.26,5.734,0.011,0.018,0.064,2014-04-15
2465,9.26,10.1,4.699,0.01,0.015,0.053,2014-04-15
2465,10.1,11.0,3.825,0.008,0.012,0.043,2014-04-15
2465,11.0,12.0,3.127,0.007,0.01,0.036,2014-04-15
2465,12.0,13.0,2.548,0.006,0.008,0.029,2014-04-15
2465,13.0,14.1,2.1,0.005,0.007,0.024,2014-04-15
2465,14.1,15.3,1.706,0.004,0.005,0.02,2014-04-15
2465,15.3,16.6,1.396,0.004,0.004,0.016,2014-04-15
2465,16.6,18.0,1.132,0.003,0.004,0.013,2014-04-15
2465,18.0,19.5,0.9237,0.0024,0.0029,0.011,2014-04-15
2465,19.5,21.1,0.7501,0.002,0.0024,0.009,2014-04-15
2465,21.1,22.8,0.6078,0.0018,0.0019,0.0074,2014-04-15
2465,22.8,24.7,0.4949,0.0015,0.0016,0.006,2014-04-15
2465,24.7,26.7,0.4057,0.0013,0.0013,0.005,2014-04-15
2465,26.7,28.8,0.3302,0.0011,0.0011,0.0041,2014-04-15
2465,28.8,31.1,0.2691,0.001,0.0009,0.0033,2014-04-15
2465,31.1,33.5,0.2194,0.0009,0.0007,0.0027,2014-04-15
2465,33.5,36.1,0.1797,0.0008,0.0006,0.0023,2014-04-15
2465,36.1,38.9,0.1482,0.0007,0.0005,0.0019,2014-04-15
2465,38.9,41.9,0.1195,0.0006,0.0004,0.0015,2014-04-15
2465,41.9,45.1,0.09831,0.0005,0.00031,0.00127,2014-04-15
2465,45.1,48.5,0.0814,0.00045,0.00026,0.00106,2014-04-15
2465,48.5,52.2,0.06713,0.00039,0.00021,0.00089,2014-04-15
2465,52.2,56.1,0.05413,0.00034,0.00017,0.00073,2014-04-15
2465,56.1,60.3,0.04506,0.0003,0.00014,0.00062,2014-04-15
2466,1.92,2.15,48.73,0.13,0.47,0.73,2014-05-12
2466,2.15,2.4,47.35,0.12,0.38,0.6,2014-05-12
2466,2.4,2.67,44.73,0.1,0.32,0.52,2014-05-12
2466,2.67,2.97,41.11,0.08,0.28,0.46,2014-05-12
2466,2.97,3.29,37.44,0.08,0.24,0.41,2014-05-12
2466,3.29,3.64,33.45,0.07,0.21,0.36,2014-05-12
2466,3.64,4.02,29.41,0.05,0.18,0.31,2014-05-12
2466,4.02,4.43,25.47,0.05,0.15,0.27,2014-05-12
2466,4.43,4.88,21.81,0.04,0.13,0.24,2014-05-12
2466,4.88,5.37,18.4,0.03,0.11,0.2,2014-05-12
2466,5.37,5.9,15.42,0.03,0.09,0.17,2014-05-12
2466,5.9,6.47,12.82,0.02,0.07,0.14,2014-05-12
2466,6.47,7.09,10.63,0.02,0.06,0.12,2014-05-12
2466,7.09,7.76,8.725,0.016,0.051,0.097,2014-05-12
2466,7.76,8.48,7.19,0.013,0.042,0.08,2014-05-12
2466,8.48,9.26,5.872,0.011,0.034,0.066,2014-05-12
2466,9.26,10.1,4.782,0.01,0.028,0.054,2014-05-12
2466,10.1,11.0,3.894,0.008,0.022,0.044,2014-05-12
2466,11.0,12.0,3.157,0.007,0.018,0.036,2014-05-12
2466,12.0,13.0,2.569,0.006,0.015,0.03,2014-05-12
2466,13.0,14.1,2.108,0.005,0.012,0.024,2014-05-12
2466,14.1,15.3,1.728,0.004,0.01,0.02,2014-05-12
2466,15.3,16.6,1.402,0.004,0.008,0.016,2014-05-12
2466,16.6,18.0,1.137,0.003,0.007,0.013,2014-05-12
2466,18.0,19.5,0.9213,0.0024,0.0053,0.011,2014-05-12
2466,19.5,21.1,0.7501,0.002,0.0043,0.009,2014-05-12
2466,21.1,22.8,0.6098,0.0018,0.0035,0.0074,2014-05-12
2466,22.8,24.7,0.4982,0.0015,0.0029,0.0061,2014-05-12
2466,24.7,26.7,0.4048,0.0013,0.0023,0.005,2014-05-12
2466,26.7,28.8,0.3283,0.0011,0.0019,0.0041,2014-05-12
2466,28.8,31.1,0.268,0.001,0.0015,0.0033,2014-05-12
2466,31.1,33.5,0.2209,0.0009,0.0013,0.0028,2014-05-12
2466,33.5,36.1,0.181,0.0008,0.001,0.0023,2014-05-12
2466,36.1,38.9,0.1468,0.0007,0.0008,0.0019,2014-05-12
2466,38.9,41.9,0.1204,0.0006,0.0007,0.0015,2014-05-12
2466,41.9,45.1,0.09935,0.00051,0.00057,0.00128,2014-05-12
2466,45.1,48.5,0.08025,0.00044,0.00046,0.00105,2014-05-12
2466,48.5,52.2,0.06623,0.00039,0.00038,0.00088,2014-05-12
2466,52.2,56.1,0.05464,0.00034,0.00032,0.00074,2014-05-12
2466,56.1,60.3,0.04423,0.0003,0.00026,0.00061,2014-05-12
2467,1.92,2.15,47.9,0.12,0.41,0.72,2014-06-08
2467,2.15,2.4,46.65,0.11,0.3,0.6,2014-06-08
2467,2.4,2.67,44.01,0.1,0.23,0.51,2014-06-08
2467,2.67,2.97,40.44,0.08,0.2,0.45,2014-06-08
2467,2.97,3.29,36.81,0.07,0.16,0.4,2014-06-08
2467,3.29,3.64,32.8,0.06,0.14,0.35,2014-06-08
2467,3.64,4.02,28.72,0.05,0.11,0.31,2014-06-08
2467,4.02,4.43,24.87,0.04,0.09,0.27,2014-06-08
2467,4.43,4.88,21.27,0.04,0.08,0.23,2014-06-08
2467,4.88,5.37,17.95,0.03,0.06,0.19,2014-06-08
2467,5.37,5.9,15.15,0.03,0.05,0.17,2014-06-08
2467,5.9,6.47,12.59,0.02,0.04,0.14,2014-06-08
2467,6.47,7.09,10.41,0.02,0.04,0.11,2014-06-08
2467,7.09,7.76,8.548,0.016,0.029,0.095,2014-06-08
2467,7.76,8.48,7.004,0.013,0.024,0.078,2014-06-08
2467,8.48,9.26,5.766,0.011,0.019,0.065,2014-06-08
2467,9.26,10.1,4.71,0.01,0.016,0.053,2014-06-08
2467,10.1,11.0,3.846,0.008,0.013,0.044,2014-06-08
2467,11.0,12.0,3.134,0.007,0.01,0.036,2014-06-08
2467,12.0,13.0,2.56,0.006,0.009,0.029,2014-06-08
2467,13.0,14.1,2.1,0.005,0.007,0.024,2014-06-08
2467,14.1,15.3,1.706,0.004,0.006,0.02,2014-06-08
2467,15.3,16.6,1.393,0.004,0.005,0.016,2014-06-08
2467,16.6,18.0,1.129,0.003,0.004,0.013,2014-06-08
2467,18.0,19.5,0.9161,0.0024,0.0031,0.011,2014-06-08
2467,19.5,21.1,0.7453,0.002,0.0025,0.009,2014-06-08
2467,21.1,22.8,0.6114,0.0018,0.002,0.0074,2014-06-08
2467,22.8,24.7,0.4945,0.0015,0.0016,0.006,2014-06-08
2467,24.7,26.7,0.4025,0.0013,0.0013,0.0049,2014-06-08
2467,26.7,28.8,0.3279,0.0011,0.0011,0.0041,2014-06-08
2467,28.8,31.1,0.2677,0.001,0.0009,0.0033,2014-06-08
2467,31.1,33.5,0.22,0.0009,0.0007,0.0028,2014-06-08
2467,33.5,36.1,0.1805,0.0008,0.0006,0.0023,2014-06-08
2467,36.1,38.9,0.1474,0.0007,0.0005,0.0019,2014-06-08
2467,38.9,41.9,0.1207,0.0006,0.0004,0.0015,2014-06-08
2467,41.9,45.1,0.09893,0.0005,0.00033,0.00128,2014-06-08
2467,45.1,48.5,0.08055,0.00044,0.00027,0.00105,2014-06-08
2467,48.5,52.2,0.0673,0.00039,0.00022,0.00089,2014-06-08
2467,52.2,56.1,0.05355,0.00034,0.00018,0.00072,2014-06-08
2467,56.1,60.3,0.04447,0.0003,0.00015,0.00061,2014-06-08
2468,1.92,2.15,45.86,0.12,0.41,0.69,2014-07-05
2468,2.15,2.4,44.79,0.11,0.31,0.57,2014-07-05
2468,2.4,2.67,42.3,0.09,0.25,0.49,2014-07-05
2468,2.67,2.97,39.1,0.08,0.21,0.43,2014-07-05
2468,2.97,3.29,35.6,0.07,0.18,0.39,2014-07-05
2468,3.29,3.64,31.87,0.06,0.15,0.34,2014-07-05
2468,3.64,4.02,27.95,0.05,0.12,0.3,2014-07-05
2468,4.02,4.43,24.32,0.04,0.1,0.26,2014-07-05
2468,4.43,4.88,20.82,0.04,0.08,0.22,2014-07-05
2468,4.88,5.37,17.64,0.03,0.07,0.19,2014-07-05
2468,5.37,5.9,14.82,0.03,0.06,0.16,2014-07-05
2468,5.9,6.47,12.36,0.02,0.05,0.14,2014-07-05
2468,6.47,7.09,10.3,0.02,0.04,0.11,2014-07-05
2468,7.09,7.76,8.475,0.015,0.032,0.094,2014-07-05
2468,7.76,8.48,6.969,0.013,0.026,0.078,2014-07-05
2468,8.48,9.26,5.723,0.011,0.022,0.064,2014-07-05
2468,9.26,10.1,4.687,0.01,0.018,0.053,2014-07-05
2468,10.1,11.0,3.838,0.008,0.014,0.044,2014-07-05
2468,11.0,12.0,3.122,0.007,0.012,0.036,2014-07-05
2468,12.0,13.0,2.539,0.006,0.01,0.029,2014-07-05
2468,13.0,14.1,2.088,0.005,0.008,0.024,2014-07-05
2468,14.1,15.3,1.706,0.004,0.006,0.02,2014-07-05
2468,15.3,16.6,1.384,0.004,0.005,0.016,2014-07-05
2468,16.6,18.0,1.122,0.003,0.004,0.013,2014-07-05
2468,18.0,19.5,0.917,0.0024,0.0034,0.011,2014-07-05
2468,19.5,21.1,0.7471,0.002,0.0028,0.009,2014-07-05
2468,21.1,22.8,0.6076,0.0017,0.0023,0.0074,2014-07-05
2468,22.8,24.7,0.495,0.0015,0.0019,0.006,2014-07-05
2468,24.7,26.7,0.4037,0.0013,0.0015,0.005,2014-07-05
2468,26.7,28.8,0.3288,0.0011,0.0012,0.0041,2014-07-05
2468,28.8,31.1,0.2686,0.001,0.001,0.0033,2014-07-05
2468,31.1,33.5,0.2191,0.0009,0.0008,0.0027,2014-07-05
2468,33.5,36.1,0.1803,0.0008,0.0007,0.0023,2014-07-05
2468,36.1,38.9,0.1465,0.0007,0.0005,0.0019,2014-07-05
2468,38.9,41.9,0.1207,0.0006,0.0005,0.0015,2014-07-05
2468,41.9,45.1,0.09826,0.0005,0.00037,0.00127,2014-07-05
2468,45.1,48.5,0.08069,0.00044,0.0003,0.00106,2014-07-05
2468,48.5,52.2,0.06578,0.00038,0.00025,0.00087,2014-07-05
2468,52.2,56.1,0.05386,0.00034,0.0002,0.00073,2014-07-05
2468,56.1,60.3,0.04448,0.0003,0.00017,0.00061,2014-07-05
2469,1.92,2.15,50.41,0.13,0.41,0.76,2014-08-01
2469,2.15,2.4,48.89,0.12,0.31,0.62,2014-08-01
2469,2.4,2.67,45.88,0.1,0.24,0.53,2014-08-01
2469,2.67,2.97,42.29,0.09,0.21,0.47,2014-08-01
2469,2.97,3.29,38.12,0.08,0.17,0.41,2014-08-01
2469,3.29,3.64,34.08,0.07,0.15,0.37,2014-08-01
2469,3.64,4.02,29.81,0.05,0.12,0.32,2014-08-01
2469,4.02,4.43,25.82,0.05,0.1,0.28,2014-08-01
2469,4.43,4.88,21.99,0.04,0.08,0.24,2014-08-01
2469,4.88,5.37,18.54,0.03,0.07,0.2,2014-08-01
2469,5.37,5.9,15.53,0.03,0.06,0.17,2014-08-01
2469,5.9,6.47,12.94,0.02,0.05,0.14,2014-08-01
2469,6.47,7.09,10.67,0.02,0.04,0.12,2014-08-01
2469,7.09,7.76,8.786,0.016,0.032,0.098,2014-08-01
2469,7.76,8.48,7.205,0.013,0.026,0.08,2014-08-01
2469,8.48,9.26,5.872,0.011,0.021,0.066,2014-08-01
2469,9.26,10.1,4.809,0.01,0.017,0.054,2014-08-01
2469,10.1,11.0,3.923,0.008,0.014,0.045,2014-08-01
2469,11.0,12.0,3.183,0.007,0.011,0.036,2014-08-01
2469,12.0,13.0,2.584,0.006,0.009,0.03,2014-08-01
2469,13.0,14.1,2.119,0.005,0.008,0.025,2014-08-01
2469,14.1,15.3,1.736,0.004,0.006,0.02,2014-08-01
2469,15.3,16.6,1.406,0.004,0.005,0.017,2014-08-01
2469,16.6,18.0,1.146,0.003,0.004,0.014,2014-08-01
2469,18.0,19.5,0.9242,0.0024,0.0033,0.0111,2014-08-01
2469,19.5,21.1,0.7501,0.002,0.0027,0.009,2014-08-01
2469,21.1,22.8,0.6168,0.0018,0.0022,0.0075,2014-08-01
2469,22.8,24.7,0.4974,0.0015,0.0018,0.0061,2014-08-01
2469,24.7,26.7,0.405,0.0013,0.0015,0.005,2014-08-01
2469,26.7,28.8,0.3301,0.0011,0.0012,0.0041,2014-08-01
2469,28.8,31.1,0.2689,0.001,0.001,0.0033,2014-08-01
2469,31.1,33.5,0.2205,0.0009,0.0008,0.0028,2014-08-01
2469,33.5,36.1,0.1791,0.0008,0.0006,0.0023,2014-08-01
2469,36.1,38.9,0.1476,0.0007,0.0005,0.0019,2014-08-01
2469,38.9,41.9,0.1214,0.0006,0.0004,0.0016,2014-08-01
2469,41.9,45.1,0.09801,0.0005,0.00035,0.00127,2014-08-01
2469,45.1,48.5,0.08073,0.00044,0.00029,0.00106,2014-08-01
2469,48.5,52.2,0.06638,0.00039,0.00024,0.00088,2014-08-01
2469,52.2,56.1,0.05457,0.00034,0.0002,0.00074,2014-08-01
2469,56.1,60.3,0.0452,0.0003,0.00016,0.00062,2014-08-01
2470,1.92,2.15,54.42,0.13,0.41,0.82,2014-08-28
2470,2.15,2.4,52.3,0.12,0.31,0.67,2014-08-28
2470,2.4,2.67,48.71,0.1,0.24,0.57,2014-08-28
2470,2.67,2.97,44.32,0.09,0.2,0.49,2014-08-28
2470,2.97,3.29,39.97,0.08,0.17,0.43,2014-08-28
2470,3.29,3.64,35.35,0.07,0.14,0.38,2014-08-28
2470,3.64,4.02,30.77,0.06,0.12,0.33,2014-08-28
2470,4.02,4.43,26.34,0.05,0.1,0.28,2014-08-28
2470,4.43,4.88,22.42,0.04,0.08,0.24,2014-08-28
2470,4.88,5.37,18.76,0.03,0.07,0.2,2014-08-28
2470,5.37,5.9,15.73,0.03,0.05,0.17,2014-08-28
2470,5.9,6.47,13.04,0.02,0.04,0.14,2014-08-28
2470,6.47,7.09,10.7,0.02,0.04,0.12,2014-08-28
2470,7.09,7.76,8.82,0.016,0.03,0.098,2014-08-28
2470,7.76,8.48,7.213,0.013,0.024,0.08,2014-08-28
2470,8.48,9.26,5.902,0.011,0.02,0.066,2014-08-28
2470,9.26,10.1,4.779,0.01,0.016,0.054,2014-08-28
2470,10.1,11.0,3.887,0.008,0.013,0.044,2014-08-28
2470,11.0,12.0,3.151,0.007,0.011,0.036,2014-08-28
2470,12.0,13.0,2.572,0.006,0.009,0.03,2014-08-28
2470,13.0,14.1,2.104,0.005,0.007,0.024,2014-08-28
2470,14.1,15.3,1.712,0.004,0.006,0.02,2014-08-28
2470,15.3,16.6,1.395,0.004,0.005,0.016,2014-08-28
2470,16.6,18.0,1.133,0.003,0.004,0.013,2014-08-28
2470,18.0,19.5,0.92,0.0024,0.0031,0.011,2014-08-28
2470,19.5,21.1,0.7464,0.002,0.0025,0.009,2014-08-28
2470,21.1,22.8,0.6045,0.0017,0.002,0.0073,2014-08-28
2470,22.8,24.7,0.494,0.0015,0.0017,0.006,2014-08-28
2470,24.7,26.7,0.4007,0.0013,0.0013,0.0049,2014-08-28
2470,26.7,28.8,0.3286,0.0011,0.0011,0.0041,2014-08-28
2470,28.8,31.1,0.2692,0.001,0.0009,0.0033,2014-08-28
2470,31.1,33.5,0.2185,0.0009,0.0007,0.0027,2014-08-28
2470,33.5,36.1,0.1792,0.0008,0.0006,0.0023,2014-08-28
2470,36.1,38.9,0.1459,0.0007,0.0005,0.0019,2014-08-28
2470,38.9,41.9,0.1197,0.0006,0.0004,0.0015,2014-08-28
2470,41.9,45.1,0.09876,0.00051,0.00033,0.00128,2014-08-28
2470,45.1,48.5,0.08033,0.00044,0.00027,0.00105,2014-08-28
2470,48.5,52.2,0.06577,0.00038,0.00022,0.00087,2014-08-28
