bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1
2481,21.1,22.8,5.992E-01,0.018E-01,0.023E-01,0.073E-01
2481,22.8,24.7,4.873E-01,0.015E-01,0.019E-01,0.059E-01
2481,24.7,26.7,3.978E-01,0.013E-01,0.015E-01,0.049E-01
2481,26.7,28.8,3.234E-01,0.012E-01,0.012E-01,0.040E-01
2481,28.8,31.1,2.646E-01,0.010E-01,0.010E-01,0.033E-01
2481,31.1,33.5,2.158E-01,0.009E-01,0.008E-01,0.027E-01
2481,33.5,36.1,1.788E-01,0.008E-01,0.007E-01,0.023E-01
2481,36.1,38.9,1.461E-01,0.007E-01,0.006E-01,0.019E-01
2481,38.9,41.9,1.182E-01,0.006E-01,0.005E-01,0.015E-01
2481,41.9,45.1,9.707E-02,0.051E-02,0.037E-02,0.125E-02
2481,45.1,48.5,8.063E-02,0.045E-02,0.031E-02,0.105E-02
2481,48.5,52.2,6.642E-02,0.039E-02,0.025E-02,0.088E-02
2481,52.2,56.1,5.329E-02,0.034E-02,0.020E-02,0.072E-02
2481,56.1,60.3,4.458E-02,0.030E-02,0.017E-02,0.061E-02
2482,1.92,2.15,5.780E+01,0.014E+01,0.040E+01,0.087E+01
2482,2.15,2.40,5.426E+01,0.013E+01,0.030E+01,0.069E+01
2482,2.40,2.67,5.036E+01,0.011E+01,0.023E+01,0.058E+01
2482,2.67,2.97,4.559E+01,0.009E+01,0.019E+01,0.050E+01
2482,2.97,3.29,4.067E+01,0.008E+01,0.016E+01,0.044E+01
2482,3.29,3.64,3.564E+01,0.007E+01,0.013E+01,0.038E+01
2482,3.64,4.02,3.095E+01,0.006E+01,0.011E+01,0.033E+01
2482,4.02,4.43,2.644E+01,0.005E+01,0.009E+01,0.028E+01
2482,4.43,4.88,2.247E+01,0.004E+01,0.008E+01,0.024E+01
2482,4.88,5.37,1.881E+01,0.003E+01,0.006E+01,0.020E+01
2482,5.37,5.90,1.567E+01,0.003E+01,0.005E+01,0.017E+01
2482,5.90,6.47,1.302E+01,0.002E+01,0.004E+01,0.014E+01
2482,6.47,7.09,1.068E+01,0.002E+01,0.003E+01,0.012E+01
2482,7.09,7.76,8.780,0.016,0.028,0.097
2482,7.76,8.48,7.152,0.014,0.023,0.080
2482,8.48,9.26,5.839,0.012,0.019,0.065
2482,9.26,10.1,4.741,0.010,0.015,0.053
2482,10.1,11.0,3.886,0.008,0.012,0.044
2482,11.0,12.0,3.150,0.007,0.010,0.036
2482,12.0,13.0,2.564,0.006,0.008,0.029
2482,13.0,14.1,2.092,0.005,0.007,0.024
2482,14.1,15.3,1.712,0.004,0.005,0.020
2482,15.3,16.6,1.388,0.004,0.004,0.016
2482,16.6,18.0,1.129,0.003,0.004,0.013
2482,18.0,19.5,9.163E-01,0.024E-01,0.029E-01,0.110E-01
2482,19.5,21.1,7.483E-01,0.021E-01,0.024E-01,0.090E-01
2482,21.1,22.8,6.087E-01,0.018E-01,0.019E-01,0.074E-01
2482,22.8,24.7,4.947E-01,0.015E-01,0.016E-01,0.060E-01
2482,24.7,26.7,4.015E-01,0.013E-01,0.013E-01,0.049E-01
2482,26.7,28.8,3.295E-01,0.011E-01,0.010E-01,0.041E-01
2482,28.8,31.1,2.688E-01,0.010E-01,0.009E-01,0.033E-01
2482,31.1,33.5,2.185E-01,0.009E-01,0.007E-01,0.027E-01
2482,33.5,36.1,1.790E-01,0.008E-01,0.006E-01,0.023E-01
2482,36.1,38.9,1.465E-01,0.007E-01,0.005E-01,0.019E-01
2482,38.9,41.9,1.199E-01,0.006E-01,0.004E-01,0.015E-01
2482,41.9,45.1,9.903E-02,0.051E-02,0.031E-02,0.128E-02
2482,45.1,48.5,8.003E-02,0.044E-02,0.025E-02,0.105E-02
2482,48.5,52.2,6.668E-02,0.039E-02,0.021E-02,0.088E-02
2482,52.2,56.1,5.465E-02,0.034E-02,0.017E-02,0.074E-02
2482,56.1,60.3,4.470E-02,0.030E-02,0.014E-02,0.061E-02
2483,1.92,2.15,5.979E+01,0.014E+01,0.039E+01,0.090E+01
2483,2.15,2.40,5.630E+01,0.013E+01,0.030E+01,0.072E+01
2483,2.40,2.67,5.204E+01,0.011E+01,0.023E+01,0.060E+01
2483,2.67,2.97,4.726E+01,0.009E+01,0.019E+01,0.052E+01
2483,2.97,3.29,4.210E+01,0.008E+01,0.016E+01,0.046E+01
2483,3.29,3.64,3.676E+01,0.007E+01,0.013E+01,0.039E+01
2483,3.64,4.02,3.176E+01,0.006E+01,0.011E+01,0.034E+01
2483,4.02,4.43,2.708E+01,0.005E+01,0.009E+01,0.029E+01
2483,4.43,4.88,2.290E+01,0.004E+01,0.007E+01,0.025E+01
2483,4.88,5.37,1.914E+01,0.003E+01,0.006E+01,0.021E+01
2483,5.37,5.90,1.589E+01,0.003E+01,0.005E+01,0.017E+01
2483,5.90,6.47,1.312E+01,0.002E+01,0.004E+01,0.014E+01
2483,6.47,7.09,1.078E+01,0.002E+01,0.003E+01,0.012E+01
2483,7.09,7.76,8.822,0.016,0.028,0.098
2483,7.76,8.48,7.175,0.014,0.023,0.080
2483,8.48,9.26,5.858,0.012,0.018,0.066
2483,9.26,10.1,4.766,0.010,0.015,0.054
2483,10.1,11.0,3.870,0.008,0.012,0.044
2483,11.0,12.0,3.139,0.007,0.010,0.036
2483,12.0,13.0,2.560,0.006,0.008,0.029
2483,13.0,14.1,2.095,0.005,0.007,0.024
2483,14.1,15.3,1.708,0.004,0.005,0.020
2483,15.3,16.6,1.389,0.004,0.004,0.016
2483,16.6,18.0,1.126,0.003,0.004,0.013
2483,18.0,19.5,9.148E-01,0.025E-01,0.028E-01,0.109E-01
2483,19.5,21.1,7.456E-01,0.021E-01,0.023E-01,0.090E-01
2483,21.1,22.8,6.053E-01,0.018E-01,0.019E-01,0.073E-01
2483,22.8,24.7,4.926E-01,0.015E-01,0.015E-01,0.060E-01
2483,24.7,26.7,3.983E-01,0.013E-01,0.012E-01,0.049E-01
2483,26.7,28.8,3.285E-01,0.012E-01,0.010E-01,0.041E-01
2483,28.8,31.1,2.658E-01,0.010E-01,0.008E-01,0.033E-01
2483,31.1,33.5,2.160E-01,0.009E-01,0.007E-01,0.027E-01
2483,33.5,36.1,1.777E-01,0.008E-01,0.006E-01,0.022E-01
2483,36.1,38.9,1.460E-01,0.007E-01,0.005E-01,0.019E-01
2483,38.9,41.9,1.197E-01,0.006E-01,0.004E-01,0.015E-01
2483,41.9,45.1,9.870E-02,0.051E-02,0.031E-02,0.128E-02
2483,45.1,48.5,8.090E-02,0.045E-02,0.025E-02,0.106E-02
2483,48.5,52.2,6.586E-02,0.039E-02,0.021E-02,0.087E-02
2483,52.2,56.1,5.437E-02,0.034E-02,0.017E-02,0.073E-02
2483,56.1,60.3,4.419E-02,0.030E-02,0.014E-02,0.061E-02
2484,1.92,2.15,6.070E+01,0.015E+01,0.040E+01,0.091E+01
2484,2.15,2.40,5.724E+01,0.014E+01,0.031E+01,0.073E+01
2484,2.40,2.67,5.250E+01,0.011E+01,0.024E+01,0.061E+01
2484,2.67,2.97,4.737E+01,0.010E+01,0.020E+01,0.052E+01
2484,2.97,3.29,4.212E+01,0.008E+01,0.017E+01,0.046E+01
2484,3.29,3.64,3.681E+01,0.007E+01,0.014E+01,0.040E+01
2484,3.64,4.02,3.173E+01,0.006E+01,0.012E+01,0.034E+01
2484,4.02,4.43,2.704E+01,0.005E+01,0.010E+01,0.029E+01
2484,4.43,4.88,2.288E+01,0.004E+01,0.008E+01,0.025E+01
2484,4.88,5.37,1.898E+01,0.003E+01,0.007E+01,0.021E+01
2484,5.37,5.90,1.573E+01,0.003E+01,0.005E+01,0.017E+01
2484,5.90,6.47,1.299E+01,0.002E+01,0.004E+01,0.014E+01
2484,6.47,7.09,1.066E+01,0.002E+01,0.004E+01,0.012E+01
2484,7.09,7.76,8.696,0.016,0.030,0.097
2484,7.76,8.48,7.118,0.014,0.024,0.079
2484,8.48,9.26,5.795,0.012,0.020,0.065
2484,9.26,10.1,4.717,0.010,0.016,0.053
2484,10.1,11.0,3.845,0.008,0.013,0.044
2484,11.0,12.0,3.134,0.007,0.011,0.036
2484,12.0,13.0,2.548,0.006,0.009,0.029
2484,13.0,14.1,2.074,0.005,0.007,0.024
2484,14.1,15.3,1.698,0.004,0.006,0.020
2484,15.3,16.6,1.381,0.004,0.005,0.016
2484,16.6,18.0,1.116,0.003,0.004,0.013
2484,18.0,19.5,9.078E-01,0.024E-01,0.030E-01,0.109E-01
2484,19.5,21.1,7.377E-01,0.020E-01,0.025E-01,0.089E-01
2484,21.1,22.8,6.037E-01,0.018E-01,0.020E-01,0.073E-01
2484,22.8,24.7,4.899E-01,0.015E-01,0.016E-01,0.060E-01
2484,24.7,26.7,3.976E-01,0.013E-01,0.013E-01,0.049E-01
2484,26.7,28.8,3.228E-01,0.011E-01,0.011E-01,0.040E-01
2484,28.8,31.1,2.672E-01,0.010E-01,0.009E-01,0.033E-01
2484,31.1,33.5,2.176E-01,0.009E-01,0.007E-01,0.027E-01
2484,33.5,36.1,1.780E-01,0.008E-01,0.006E-01,0.022E-01
2484,36.1,38.9,1.474E-01,0.007E-01,0.005E-01,0.019E-01
2484,38.9,41.9,1.199E-01,0.006E-01,0.004E-01,0.015E-01
2484,41.9,45.1,9.812E-02,0.051E-02,0.033E-02,0.127E-02
2484,45.1,48.5,8.005E-02,0.045E-02,0.027E-02,0.105E-02
2484,48.5,52.2,6.590E-02,0.039E-02,0.022E-02,0.087E-02
2484,52.2,56.1,5.338E-02,0.034E-02,0.018E-02,0.072E-02
2484,56.1,60.3,4.448E-02,0.030E-02,0.015E-02,0.061E-02
2485,1.92,2.15,6.147E+01,0.015E+01,0.043E+01,0.093E+01
2485,2.15,2.40,5.798E+01,0.013E+01,0.035E+01,0.074E+01
2485,2.40,2.67,5.329E+01,0.011E+01,0.028E+01,0.062E+01
2485,2.67,2.97,4.795E+01,0.010E+01,0.024E+01,0.053E+01
2485,2.97,3.29,4.235E+01,0.008E+01,0.020E+01,0.046E+01
2485,3.29,3.64,3.703E+01,0.007E+01,0.017E+01,0.040E+01
2485,3.64,4.02,3.182E+01,0.006E+01,0.015E+01,0.034E+01
2485,4.02,4.43,2.698E+01,0.005E+01,0.012E+01,0.029E+01
2485,4.43,4.88,2.271E+01,0.004E+01,0.010E+01,0.024E+01
2485,4.88,5.37,1.903E+01,0.003E+01,0.009E+01,0.021E+01
2485,5.37,5.90,1.578E+01,0.003E+01,0.007E+01,0.017E+01
2485,5.90,6.47,1.304E+01,0.002E+01,0.006E+01,0.014E+01
2485,6.47,7.09,1.067E+01,0.002E+01,0.005E+01,0.012E+01
2485,7.09,7.76,8.706,0.016,0.038,0.097
2485,7.76,8.48,7.102,0.014,0.031,0.079
2485,8.48,9.26,5.770,0.012,0.025,0.065
2485,9.26,10.1,4.731,0.010,0.021,0.053
2485,10.1,11.0,3.824,0.008,0.017,0.043
2485,11.0,12.0,3.116,0.007,0.014,0.036
2485,12.0,13.0,2.546,0.006,0.011,0.029
2485,13.0,14.1,2.084,0.005,0.009,0.024
2485,14.1,15.3,1.695,0.004,0.007,0.020
2485,15.3,16.6,1.380,0.004,0.006,0.016
2485,16.6,18.0,1.112,0.003,0.005,0.013
2485,18.0,19.5,9.082E-01,0.024E-01,0.040E-01,0.109E-01
2485,19.5,21.1,7.370E-01,0.021E-01,0.032E-01,0.089E-01
2485,21.1,22.8,6.027E-01,0.018E-01,0.026E-01,0.073E-01
2485,22.8,24.7,4.861E-01,0.015E-01,0.021E-01,0.059E-01
2485,24.7,26.7,3.976E-01,0.013E-01,0.017E-01,0.049E-01
2485,26.7,28.8,3.240E-01,0.011E-01,0.014E-01,0.040E-01
2485,28.8,31.1,2.637E-01,0.010E-01,0.012E-01,0.033E-01
2485,31.1,33.5,2.162E-01,0.009E-01,0.009E-01,0.027E-01
2485,33.5,36.1,1.776E-01,0.008E-01,0.008E-01,0.022E-01
2485,36.1,38.9,1.452E-01,0.007E-01,0.006E-01,0.018E-01
2485,38.9,41.9,1.187E-01,0.006E-01,0.005E-01,0.015E-01
2485,41.9,45.1,9.817E-02,0.051E-02,0.043E-02,0.127E-02
2485,45.1,48.5,7.945E-02,0.045E-02,0.035E-02,0.104E-02
2485,48.5,52.2,6.562E-02,0.039E-02,0.029E-02,0.087E-02
2485,52.2,56.1,5.449E-02,0.035E-02,0.024E-02,0.074E-02
2485,56.1,60.3,4.389E-02,0.030E-02,0.019E-02,0.060E-02
2486,1.92,2.15,6.248E+01,0.015E+01,0.039E+01,0.094E+01
2486,2.15,2.40,5.853E+01,0.013E+01,0.030E+01,0.075E+01
2486,2.40,2.67,5.352E+01,0.011E+01,0.023E+01,0.062E+01
2486,2.67,2.97,4.822E+01,0.009E+01,0.019E+01,0.053E+01
2486,2.97,3.29,4.263E+01,0.008E+01,0.016E+01,0.046E+01
2486,3.29,3.64,3.710E+01,0.007E+01,0.014E+01,0.040E+01
2486,3.64,4.02,3.174E+01,0.006E+01,0.011E+01,0.034E+01
2486,4.02,4.43,2.700E+01,0.005E+01,0.009E+01,0.029E+01
2486,4.43,4.88,2.271E+01,0.004E+01,0.008E+01,0.024E+01
2486,4.88,5.37,1.897E+01,0.003E+01,0.006E+01,0.021E+01
2486,5.37,5.90,1.573E+01,0.003E+01,0.005E+01,0.017E+01
2486,5.90,6.47,1.297E+01,0.002E+01,0.004E+01,0.014E+01
2486,6.47,7.09,1.064E+01,0.002E+01,0.004E+01,0.012E+01
2486,7.09,7.76,8.694,0.016,0.029,0.097
2486,7.76,8.48,7.077,0.014,0.023,0.079
2486,8.48,9.26,5.785,0.012,0.019,0.065
2486,9.26,10.1,4.707,0.010,0.015,0.053
2486,10.1,11.0,3.838,0.008,0.013,0.044
2486,11.0,12.0,3.116,0.007,0.010,0.036
2486,12.0,13.0,2.544,0.006,0.008,0.029
2486,13.0,14.1,2.075,0.005,0.007,0.024
2486,14.1,15.3,1.704,0.004,0.006,0.020
2486,15.3,16.6,1.376,0.004,0.005,0.016
2486,16.6,18.0,1.115,0.003,0.004,0.013
2486,18.0,19.5,9.102E-01,0.024E-01,0.030E-01,0.109E-01
2486,19.5,21.1,7.379E-01,0.021E-01,0.024E-01,0.089E-01
2486,21.1,22.8,6.047E-01,0.018E-01,0.020E-01,0.073E-01
2486,22.8,24.7,4.894E-01,0.015E-01,0.016E-01,0.060E-01
2486,24.7,26.7,3.986E-01,0.013E-01,0.013E-01,0.049E-01
2486,26.7,28.8,3.258E-01,0.011E-01,0.011E-01,0.040E-01
2486,28.8,31.1,2.668E-01,0.010E-01,0.009E-01,0.033E-01
2486,31.1,33.5,2.183E-01,0.009E-01,0.007E-01,0.027E-01
2486,33.5,36.1,1.793E-01,0.008E-01,0.006E-01,0.023E-01
2486,36.1,38.9,1.474E-01,0.007E-01,0.005E-01,0.019E-01
2486,38.9,41.9,1.204E-01,0.006E-01,0.004E-01,0.015E-01
2486,41.9,45.1,9.713E-02,0.051E-02,0.032E-02,0.126E-02
2486,45.1,48.5,8.027E-02,0.045E-02,0.026E-02,0.105E-02
2486,48.5,52.2,6.485E-02,0.039E-02,0.021E-02,0.086E-02
2486,52.2,56.1,5.451E-02,0.034E-02,0.018E-02,0.074E-02
2486,56.1,60.3,4.465E-02,0.030E-02,0.015E-02,0.061E-02
2487,1.92,2.15,6.748E+01,0.015E+01,0.041E+01,0.102E+01
2487,2.15,2.40,6.249E+01,0.013E+01,0.033E+01,0.080E+01
2487,2.40,2.67,5.673E+01,0.011E+01,0.027E+01,0.066E+01
2487,2.67,2.97,5.052E+01,0.010E+01,0.023E+01,0.056E+01
2487,2.97,3.29,4.457E+01,0.008E+01,0.020E+01,0.048E+01
2487,3.29,3.64,3.865E+01,0.007E+01,0.017E+01,0.042E+01
2487,3.64,4.02,3.289E+01,0.006E+01,0.014E+01,0.035E+01
2487,4.02,4.43,2.781E+01,0.005E+01,0.012E+01,0.030E+01
2487,4.43,4.88,2.341E+01,0.004E+01,0.010E+01,0.025E+01
2487,4.88,5.37,1.940E+01,0.003E+01,0.008E+01,0.021E+01
2487,5.37,5.90,1.607E+01,0.003E+01,0.007E+01,0.018E+01
2487,5.90,6.47,1.324E+01,0.002E+01,0.006E+01,0.015E+01
2487,6.47,7.09,1.081E+01,0.002E+01,0.004E+01,0.012E+01
2487,7.09,7.76,8.836,0.016,0.036,0.098
2487,7.76,8.48,7.193,0.014,0.030,0.080
2487,8.48,9.26,5.871,0.011,0.024,0.066
2487,9.26,10.1,4.759,0.010,0.020,0.054
2487,10.1,11.0,3.865,0.008,0.016,0.044
2487,11.0,12.0,3.149,0.007,0.013,0.036
2487,12.0,13.0,2.548,0.006,0.010,0.029
2487,13.0,14.1,2.099,0.005,0.009,0.024
2487,14.1,15.3,1.706,0.004,0.007,0.020
2487,15.3,16.6,1.382,0.004,0.006,0.016
2487,16.6,18.0,1.122,0.003,0.005,0.013
2487,18.0,19.5,9.092E-01,0.024E-01,0.037E-01,0.109E-01
2487,19.5,21.1,7.387E-01,0.020E-01,0.030E-01,0.089E-01
2487,21.1,22.8,6.035E-01,0.018E-01,0.025E-01,0.073E-01
2487,22.8,24.7,4.865E-01,0.015E-01,0.020E-01,0.059E-01
2487,24.7,26.7,4.001E-01,0.013E-01,0.016E-01,0.049E-01
2487,26.7,28.8,3.224E-01,0.011E-01,0.013E-01,0.040E-01
2487,28.8,31.1,2.664E-01,0.010E-01,0.011E-01,0.033E-01
2487,31.1,33.5,2.187E-01,0.009E-01,0.009E-01,0.027E-01
2487,33.5,36.1,1.790E-01,0.008E-01,0.007E-01,0.023E-01
2487,36.1,38.9,1.461E-01,0.007E-01,0.006E-01,0.019E-01
2487,38.9,41.9,1.198E-01,0.006E-01,0.005E-01,0.015E-01
2487,41.9,45.1,9.799E-02,0.051E-02,0.040E-02,0.127E-02
2487,45.1,48.5,8.043E-02,0.044E-02,0.033E-02,0.105E-02
2487,48.5,52.2,6.583E-02,0.039E-02,0.027E-02,0.087E-02
2487,52.2,56.1,5.395E-02,0.034E-02,0.022E-02,0.073E-02
2487,56.1,60.3,4.455E-02,0.030E-02,0.018E-02,0.061E-02
2488,1.92,2.15,7.020E+01,0.016E+01,0.037E+01,0.106E+01
2488,2.15,2.40,6.476E+01,0.014E+01,0.030E+01,0.083E+01
2488,2.40,2.67,5.851E+01,0.012E+01,0.024E+01,0.068E+01
2488,2.67,2.97,5.200E+01,0.010E+01,0.021E+01,0.058E+01
2488,2.97,3.29,4.597E+01,0.009E+01,0.018E+01,0.050E+01
2488,3.29,3.64,3.963E+01,0.007E+01,0.015E+01,0.043E+01
2488,3.64,4.02,3.365E+01,0.006E+01,0.013E+01,0.036E+01
2488,4.02,4.43,2.843E+01,0.005E+01,0.011E+01,0.030E+01
2488,4.43,4.88,2.391E+01,0.004E+01,0.009E+01,0.026E+01
2488,4.88,5.37,1.987E+01,0.003E+01,0.007E+01,0.022E+01
2488,5.37,5.90,1.636E+01,0.003E+01,0.006E+01,0.018E+01
2488,5.90,6.47,1.345E+01,0.002E+01,0.005E+01,0.015E+01
2488,6.47,7.09,1.098E+01,0.002E+01,0.004E+01,0.012E+01
2488,7.09,7.76,8.928,0.016,0.032,0.099
2488,7.76,8.48,7.249,0.014,0.026,0.081
2488,8.48,9.26,5.904,0.012,0.021,0.066
2488,9.26,10.1,4.786,0.010,0.017,0.054
2488,10.1,11.0,3.898,0.008,0.014,0.044
2488,11.0,12.0,3.153,0.007,0.011,0.036
2488,12.0,13.0,2.581,0.006,0.009,0.030
2488,13.0,14.1,2.101,0.005,0.007,0.024
2488,14.1,15.3,1.707,0.004,0.006,0.020
2488,15.3,16.6,1.384,0.004,0.005,0.016
2488,16.6,18.0,1.121,0.003,0.004,0.013
2488,18.0,19.5,9.073E-01,0.024E-01,0.032E-01,0.108E-01
2488,19.5,21.1,7.429E-01,0.021E-01,0.026E-01,0.089E-01
2488,21.1,22.8,6.058E-01,0.018E-01,0.022E-01,0.073E-01
2488,22.8,24.7,4.930E-01,0.015E-01,0.018E-01,0.060E-01
2488,24.7,26.7,4.000E-01,0.013E-01,0.014E-01,0.049E-01
2488,26.7,28.8,3.262E-01,0.011E-01,0.012E-01,0.040E-01
2488,28.8,31.1,2.665E-01,0.010E-01,0.009E-01,0.033E-01
2488,31.1,33.5,2.174E-01,0.009E-01,0.008E-01,0.027E-01
2488,33.5,36.1,1.788E-01,0.008E-01,0.006E-01,0.023E-01
2488,36.1,38.9,1.463E-01,0.007E-01,0.005E-01,0.019E-01
2488,38.9,41.9,1.205E-01,0.006E-01,0.004E-01,0.015E-01
2488,41.9,45.1,9.834E-02,0.051E-02,0.035E-02,0.127E-02
2488,45.1,48.5,8.084E-02,0.045E-02,0.029E-02,0.106E-02
2488,48.5,52.2,6.659E-02,0.039E-02,0.024E-02,0.088E-02
2488,52.2,56.1,5.469E-02,0.035E-02,0.019E-02,0.074E-02
2488,56.1,60.3,4.457E-02,0.030E-02,0.016E-02,0.061E-02
2489,1.92,2.15,7.406E+01,0.016E+01,0.045E+01,0.112E+01
2489,2.15,2.40,6.809E+01,0.014E+01,0.038E+01,0.087E+01
2489,2.40,2.67,6.135E+01,0.012E+01,0.032E+01,0.071E+01
2489,2.67,2.97,5.442E+01,0.010E+01,0.028E+01,0.060E+01
2489,2.97,3.29,4.784E+01,0.009E+01,0.024E+01,0.052E+01
2489,3.29,3.64,4.113E+01,0.007E+01,0.021E+01,0.044E+01
2489,3.64,4.02,3.488E+01,0.006E+01,0.017E+01,0.037E+01
2489,4.02,4.43,2.949E+01,0.005E+01,0.015E+01,0.032E+01
2489,4.43,4.88,2.458E+01,0.004E+01,0.012E+01,0.026E+01
2489,4.88,5.37,2.037E+01,0.003E+01,0.010E+01,0.022E+01
2489,5.37,5.90,1.677E+01,0.003E+01,0.008E+01,0.018E+01
2489,5.90,6.47,1.377E+01,0.002E+01,0.007E+01,0.015E+01
2489,6.47,7.09,1.128E+01,0.002E+01,0.005E+01,0.012E+01
2489,7.09,7.76,9.117,0.016,0.043,0.101
2489,7.76,8.48,7.391,0.014,0.035,0.082
2489,8.48,9.26,6.022,0.012,0.028,0.068
2489,9.26,10.1,4.895,0.010,0.023,0.055
2489,10.1,11.0,3.979,0.008,0.019,0.045
2489,11.0,12.0,3.196,0.007,0.015,0.037
2489,12.0,13.0,2.604,0.006,0.012,0.030
2489,13.0,14.1,2.124,0.005,0.010,0.025
2489,14.1,15.3,1.730,0.004,0.008,0.020
2489,15.3,16.6,1.401,0.004,0.007,0.016
2489,16.6,18.0,1.128,0.003,0.005,0.013
2489,18.0,19.5,9.275E-01,0.025E-01,0.044E-01,0.111E-01
2489,19.5,21.1,7.479E-01,0.021E-01,0.035E-01,0.090E-01
2489,21.1,22.8,6.068E-01,0.018E-01,0.029E-01,0.074E-01
2489,22.8,24.7,4.954E-01,0.015E-01,0.023E-01,0.060E-01
2489,24.7,26.7,4.024E-01,0.013E-01,0.019E-01,0.049E-01
2489,26.7,28.8,3.295E-01,0.011E-01,0.015E-01,0.041E-01
2489,28.8,31.1,2.675E-01,0.010E-01,0.013E-01,0.033E-01
2489,31.1,33.5,2.196E-01,0.009E-01,0.010E-01,0.027E-01
2489,33.5,36.1,1.804E-01,0.008E-01,0.008E-01,0.023E-01
2489,36.1,38.9,1.467E-01,0.007E-01,0.007E-01,0.019E-01
2489,38.9,41.9,1.200E-01,0.006E-01,0.006E-01,0.015E-01
2489,41.9,45.1,9.835E-02,0.051E-02,0.046E-02,0.127E-02
2489,45.1,48.5,8.052E-02,0.045E-02,0.038E-02,0.105E-02
2489,48.5,52.2,6.632E-02,0.039E-02,0.031E-02,0.088E-02
2489,52.2,56.1,5.378E-02,0.034E-02,0.025E-02,0.073E-02
2489,56.1,60.3,4.482E-02,0.030E-02,0.021E-02,0.062E-02
2490,1.92,2.15,7.640E+01,0.017E+01,0.039E+01,0.115E+01
2490,2.15,2.40,7.010E+01,0.015E+01,0.033E+01,0.089E+01
2490,2.40,2.67,6.296E+01,0.012E+01,0.029E+01,0.073E+01
2490,2.67,2.97,5.611E+01,0.010E+01,0.025E+01,0.062E+01
2490,2.97,3.29,4.907E+01,0.009E+01,0.022E+01,0.053E+01
2490,3.29,3.64,4.218E+01,0.008E+01,0.018E+01,0.045E+01
2490,3.64,4.02,3.574E+01,0.006E+01,0.015E+01,0.038E+01
2490,4.02,4.43,3.014E+01,0.005E+01,0.013E+01,0.032E+01
2490,4.43,4.88,2.513E+01,0.004E+01,0.011E+01,0.027E+01
2490,4.88,5.37,2.072E+01,0.003E+01,0.009E+01,0.022E+01
2490,5.37,5.90,1.708E+01,0.003E+01,0.007E+01,0.019E+01
2490,5.90,6.47,1.398E+01,0.002E+01,0.006E+01,0.015E+01
2490,6.47,7.09,1.135E+01,0.002E+01,0.005E+01,0.013E+01
2490,7.09,7.76,9.239,0.017,0.037,0.103
2490,7.76,8.48,7.506,0.014,0.030,0.084
2490,8.48,9.26,6.086,0.012,0.024,0.068
2490,9.26,10.1,4.906,0.010,0.019,0.055
2490,10.1,11.0,3.983,0.009,0.016,0.045
2490,11.0,12.0,3.227,0.007,0.013,0.037
2490,12.0,13.0,2.610,0.006,0.010,0.030
2490,13.0,14.1,2.139,0.005,0.008,0.025
2490,14.1,15.3,1.741,0.004,0.007,0.020
2490,15.3,16.6,1.406,0.004,0.006,0.017
2490,16.6,18.0,1.140,0.003,0.005,0.014
2490,18.0,19.5,9.263E-01,0.025E-01,0.037E-01,0.111E-01
2490,19.5,21.1,7.480E-01,0.021E-01,0.030E-01,0.090E-01
2490,21.1,22.8,6.084E-01,0.018E-01,0.024E-01,0.074E-01
2490,22.8,24.7,4.959E-01,0.015E-01,0.020E-01,0.061E-01
2490,24.7,26.7,4.033E-01,0.013E-01,0.016E-01,0.050E-01
2490,26.7,28.8,3.277E-01,0.012E-01,0.013E-01,0.041E-01
2490,28.8,31.1,2.676E-01,0.010E-01,0.011E-01,0.033E-01
2490,31.1,33.5,2.183E-01,0.009E-01,0.009E-01,0.027E-01
2490,33.5,36.1,1.797E-01,0.008E-01,0.007E-01,0.023E-01
2490,36.1,38.9,1.471E-01,0.007E-01,0.006E-01,0.019E-01
2490,38.9,41.9,1.201E-01,0.006E-01,0.005E-01,0.015E-01
2490,41.9,45.1,9.757E-02,0.051E-02,0.039E-02,0.126E-02
2490,45.1,48.5,8.066E-02,0.045E-02,0.032E-02,0.106E-02
2490,48.5,52.2,6.635E-02,0.039E-02,0.026E-02,0.088E-02
2490,52.2,56.1,5.460E-02,0.034E-02,0.022E-02,0.074E-02
2490,56.1,60.3,4.416E-02,0.030E-02,0.017E-02,0.061E-02
2491,1.92,2.15,7.750E+01,0.017E+01,0.034E+01,0.117E+01
2491,2.15,2.40,7.115E+01,0.015E+01,0.029E+01,0.091E+01
2491,2.40,2.67,6.388E+01,0.012E+01,0.026E+01,0.074E+01
2491,2.67,2.97,5.650E+01,0.010E+01,0.022E+01,0.063E+01
2491,2.97,3.29,4.947E+01,0.009E+01,0.019E+01,0.054E+01
2491,3.29,3.64,4.235E+01,0.008E+01,0.016E+01,0.045E+01
2491,3.64,4.02,3.589E+01,0.006E+01,0.013E+01,0.038E+01
2491,4.02,4.43,3.016E+01,0.005E+01,0.011E+01,0.032E+01
2491,4.43,4.88,2.512E+01,0.004E+01,0.009E+01,0.027E+01
2491,4.88,5.37,2.072E+01,0.003E+01,0.007E+01,0.022E+01
2491,5.37,5.90,1.706E+01,0.003E+01,0.006E+01,0.019E+01
