bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,helium_flux m^-2sr^-1s^-1GV^-1,helium_flux_error_statistical m^-2sr^-1s^-1GV^-1,helium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,helium_flux_error_time_independent m^-2sr^-1s^-1GV^-1
2553,2.97,3.29,6.012E+01,0.013E+01,0.039E+01,0.065E+01
2553,3.29,3.64,5.022E+01,0.010E+01,0.032E+01,0.054E+01
2553,3.64,4.02,4.144E+01,0.008E+01,0.026E+01,0.044E+01
2553,4.02,4.43,3.417E+01,0.007E+01,0.021E+01,0.037E+01
2553,4.43,4.88,2.806E+01,0.005E+01,0.016E+01,0.030E+01
2553,4.88,5.37,2.287E+01,0.004E+01,0.013E+01,0.025E+01
2553,5.37,5.90,1.864E+01,0.004E+01,0.011E+01,0.020E+01
2553,5.90,6.47,1.510E+01,0.003E+01,0.008E+01,0.017E+01
2553,6.47,7.09,1.221E+01,0.003E+01,0.007E+01,0.013E+01
2553,7.09,7.76,9.867,0.021,0.054,0.110
2553,7.76,8.48,7.947,0.018,0.043,0.089
2553,8.48,9.26,6.388,0.015,0.035,0.072
2553,9.26,10.1,5.176,0.013,0.028,0.058
2553,10.1,11.0,4.171,0.011,0.022,0.047
2553,11.0,12.0,3.350,0.009,0.018,0.038
2553,12.0,13.0,2.719,0.008,0.015,0.031
2553,13.0,14.1,2.200,0.007,0.012,0.025
2553,14.1,15.3,1.798,0.005,0.010,0.021
2553,15.3,16.6,1.459,0.005,0.008,0.017
2553,16.6,18.0,1.170,0.004,0.006,0.014
2553,18.0,19.5,9.447E-01,0.030E-01,0.051E-01,0.113E-01
2553,19.5,21.1,7.689E-01,0.026E-01,0.041E-01,0.093E-01
2553,21.1,22.8,6.215E-01,0.022E-01,0.033E-01,0.075E-01
2553,22.8,24.7,5.065E-01,0.019E-01,0.027E-01,0.062E-01
2553,24.7,26.7,4.108E-01,0.016E-01,0.022E-01,0.050E-01
2553,26.7,28.8,3.344E-01,0.014E-01,0.018E-01,0.041E-01
2553,28.8,31.1,2.731E-01,0.012E-01,0.015E-01,0.034E-01
2553,31.1,33.5,2.218E-01,0.011E-01,0.012E-01,0.028E-01
2553,33.5,36.1,1.831E-01,0.009E-01,0.010E-01,0.023E-01
2553,36.1,38.9,1.483E-01,0.008E-01,0.008E-01,0.019E-01
2553,38.9,41.9,1.204E-01,0.007E-01,0.006E-01,0.015E-01
2553,41.9,45.1,9.843E-02,0.063E-02,0.053E-02,0.127E-02
2553,45.1,48.5,8.118E-02,0.055E-02,0.044E-02,0.106E-02
2553,48.5,52.2,6.601E-02,0.048E-02,0.036E-02,0.088E-02
2553,52.2,56.1,5.399E-02,0.042E-02,0.029E-02,0.073E-02
2553,56.1,60.3,4.379E-02,0.036E-02,0.024E-02,0.060E-02
2554,1.92,2.15,1.133E+02,0.003E+02,0.011E+02,0.017E+02
2554,2.15,2.40,9.749E+01,0.022E+01,0.069E+01,0.124E+01
2554,2.40,2.67,8.363E+01,0.017E+01,0.055E+01,0.097E+01
2554,2.67,2.97,7.141E+01,0.014E+01,0.042E+01,0.079E+01
2554,2.97,3.29,6.055E+01,0.012E+01,0.033E+01,0.066E+01
2554,3.29,3.64,5.064E+01,0.010E+01,0.026E+01,0.054E+01
2554,3.64,4.02,4.161E+01,0.008E+01,0.021E+01,0.045E+01
2554,4.02,4.43,3.430E+01,0.007E+01,0.016E+01,0.037E+01
2554,4.43,4.88,2.814E+01,0.005E+01,0.013E+01,0.030E+01
2554,4.88,5.37,2.299E+01,0.004E+01,0.010E+01,0.025E+01
2554,5.37,5.90,1.872E+01,0.004E+01,0.008E+01,0.020E+01
2554,5.90,6.47,1.517E+01,0.003E+01,0.006E+01,0.017E+01
2554,6.47,7.09,1.225E+01,0.002E+01,0.005E+01,0.014E+01
2554,7.09,7.76,9.908,0.020,0.040,0.110
2554,7.76,8.48,7.937,0.017,0.032,0.089
2554,8.48,9.26,6.428,0.015,0.026,0.072
2554,9.26,10.1,5.178,0.012,0.021,0.058
2554,10.1,11.0,4.198,0.010,0.017,0.048
2554,11.0,12.0,3.345,0.009,0.013,0.038
2554,12.0,13.0,2.726,0.008,0.011,0.031
2554,13.0,14.1,2.223,0.006,0.009,0.026
2554,14.1,15.3,1.793,0.005,0.007,0.021
2554,15.3,16.6,1.448,0.004,0.006,0.017
2554,16.6,18.0,1.169,0.004,0.005,0.014
2554,18.0,19.5,9.506E-01,0.030E-01,0.038E-01,0.114E-01
2554,19.5,21.1,7.725E-01,0.025E-01,0.030E-01,0.093E-01
2554,21.1,22.8,6.295E-01,0.022E-01,0.025E-01,0.076E-01
2554,22.8,24.7,5.068E-01,0.018E-01,0.020E-01,0.062E-01
2554,24.7,26.7,4.089E-01,0.016E-01,0.016E-01,0.050E-01
2554,26.7,28.8,3.341E-01,0.014E-01,0.013E-01,0.041E-01
2554,28.8,31.1,2.718E-01,0.012E-01,0.011E-01,0.034E-01
2554,31.1,33.5,2.234E-01,0.011E-01,0.009E-01,0.028E-01
2554,33.5,36.1,1.834E-01,0.009E-01,0.007E-01,0.023E-01
2554,36.1,38.9,1.486E-01,0.008E-01,0.006E-01,0.019E-01
2554,38.9,41.9,1.221E-01,0.007E-01,0.005E-01,0.016E-01
2554,41.9,45.1,9.955E-02,0.061E-02,0.039E-02,0.129E-02
2554,45.1,48.5,8.120E-02,0.054E-02,0.032E-02,0.106E-02
2554,48.5,52.2,6.618E-02,0.046E-02,0.026E-02,0.088E-02
2554,52.2,56.1,5.385E-02,0.041E-02,0.021E-02,0.073E-02
2554,56.1,60.3,4.473E-02,0.036E-02,0.018E-02,0.061E-02
2555,1.92,2.15,1.108E+02,0.002E+02,0.010E+02,0.017E+02
2555,2.15,2.40,9.553E+01,0.021E+01,0.063E+01,0.122E+01
2555,2.40,2.67,8.186E+01,0.017E+01,0.049E+01,0.095E+01
2555,2.67,2.97,7.015E+01,0.014E+01,0.037E+01,0.078E+01
2555,2.97,3.29,5.982E+01,0.012E+01,0.030E+01,0.065E+01
2555,3.29,3.64,4.970E+01,0.010E+01,0.023E+01,0.053E+01
2555,3.64,4.02,4.129E+01,0.008E+01,0.019E+01,0.044E+01
2555,4.02,4.43,3.408E+01,0.006E+01,0.014E+01,0.037E+01
2555,4.43,4.88,2.787E+01,0.005E+01,0.011E+01,0.030E+01
2555,4.88,5.37,2.277E+01,0.004E+01,0.009E+01,0.025E+01
2555,5.37,5.90,1.862E+01,0.004E+01,0.007E+01,0.020E+01
2555,5.90,6.47,1.508E+01,0.003E+01,0.005E+01,0.017E+01
2555,6.47,7.09,1.216E+01,0.002E+01,0.004E+01,0.013E+01
2555,7.09,7.76,9.787,0.020,0.034,0.109
2555,7.76,8.48,7.917,0.017,0.027,0.088
2555,8.48,9.26,6.384,0.014,0.022,0.072
2555,9.26,10.1,5.134,0.012,0.017,0.058
2555,10.1,11.0,4.150,0.010,0.014,0.047
2555,11.0,12.0,3.357,0.009,0.011,0.038
2555,12.0,13.0,2.710,0.008,0.009,0.031
2555,13.0,14.1,2.214,0.006,0.007,0.026
2555,14.1,15.3,1.772,0.005,0.006,0.021
2555,15.3,16.6,1.445,0.004,0.005,0.017
2555,16.6,18.0,1.171,0.004,0.004,0.014
2555,18.0,19.5,9.449E-01,0.029E-01,0.032E-01,0.113E-01
2555,19.5,21.1,7.684E-01,0.025E-01,0.026E-01,0.093E-01
2555,21.1,22.8,6.271E-01,0.021E-01,0.021E-01,0.076E-01
2555,22.8,24.7,5.076E-01,0.018E-01,0.017E-01,0.062E-01
2555,24.7,26.7,4.097E-01,0.015E-01,0.014E-01,0.050E-01
2555,26.7,28.8,3.323E-01,0.014E-01,0.011E-01,0.041E-01
2555,28.8,31.1,2.710E-01,0.012E-01,0.009E-01,0.034E-01
2555,31.1,33.5,2.208E-01,0.010E-01,0.007E-01,0.028E-01
2555,33.5,36.1,1.813E-01,0.009E-01,0.006E-01,0.023E-01
2555,36.1,38.9,1.488E-01,0.008E-01,0.005E-01,0.019E-01
2555,38.9,41.9,1.224E-01,0.007E-01,0.004E-01,0.016E-01
2555,41.9,45.1,9.995E-02,0.061E-02,0.034E-02,0.129E-02
2555,45.1,48.5,8.108E-02,0.053E-02,0.027E-02,0.106E-02
2555,48.5,52.2,6.627E-02,0.046E-02,0.022E-02,0.088E-02
2555,52.2,56.1,5.484E-02,0.041E-02,0.018E-02,0.074E-02
2555,56.1,60.3,4.436E-02,0.035E-02,0.015E-02,0.061E-02
2556,1.92,2.15,1.108E+02,0.002E+02,0.010E+02,0.017E+02
2556,2.15,2.40,9.571E+01,0.020E+01,0.063E+01,0.122E+01
2556,2.40,2.67,8.238E+01,0.016E+01,0.050E+01,0.096E+01
2556,2.67,2.97,7.093E+01,0.013E+01,0.038E+01,0.079E+01
2556,2.97,3.29,6.019E+01,0.011E+01,0.030E+01,0.065E+01
2556,3.29,3.64,5.018E+01,0.009E+01,0.024E+01,0.054E+01
2556,3.64,4.02,4.141E+01,0.007E+01,0.019E+01,0.044E+01
2556,4.02,4.43,3.407E+01,0.006E+01,0.014E+01,0.037E+01
2556,4.43,4.88,2.791E+01,0.005E+01,0.011E+01,0.030E+01
2556,4.88,5.37,2.286E+01,0.004E+01,0.009E+01,0.025E+01
2556,5.37,5.90,1.865E+01,0.003E+01,0.007E+01,0.020E+01
2556,5.90,6.47,1.513E+01,0.003E+01,0.005E+01,0.017E+01
2556,6.47,7.09,1.224E+01,0.002E+01,0.004E+01,0.014E+01
2556,7.09,7.76,9.834,0.019,0.034,0.109
2556,7.76,8.48,7.934,0.016,0.027,0.089
2556,8.48,9.26,6.398,0.013,0.022,0.072
2556,9.26,10.1,5.164,0.011,0.017,0.058
2556,10.1,11.0,4.170,0.009,0.014,0.047
2556,11.0,12.0,3.361,0.008,0.011,0.038
2556,12.0,13.0,2.724,0.007,0.009,0.031
2556,13.0,14.1,2.210,0.006,0.007,0.026
2556,14.1,15.3,1.787,0.005,0.006,0.021
2556,15.3,16.6,1.448,0.004,0.005,0.017
2556,16.6,18.0,1.171,0.003,0.004,0.014
2556,18.0,19.5,9.454E-01,0.027E-01,0.032E-01,0.113E-01
2556,19.5,21.1,7.635E-01,0.023E-01,0.026E-01,0.092E-01
2556,21.1,22.8,6.283E-01,0.020E-01,0.021E-01,0.076E-01
2556,22.8,24.7,5.066E-01,0.016E-01,0.017E-01,0.062E-01
2556,24.7,26.7,4.112E-01,0.014E-01,0.014E-01,0.051E-01
2556,26.7,28.8,3.332E-01,0.013E-01,0.011E-01,0.041E-01
2556,28.8,31.1,2.697E-01,0.011E-01,0.009E-01,0.034E-01
2556,31.1,33.5,2.212E-01,0.010E-01,0.007E-01,0.028E-01
2556,33.5,36.1,1.816E-01,0.008E-01,0.006E-01,0.023E-01
2556,36.1,38.9,1.491E-01,0.007E-01,0.005E-01,0.019E-01
2556,38.9,41.9,1.202E-01,0.006E-01,0.004E-01,0.015E-01
2556,41.9,45.1,9.958E-02,0.056E-02,0.033E-02,0.129E-02
2556,45.1,48.5,8.244E-02,0.049E-02,0.028E-02,0.108E-02
2556,48.5,52.2,6.674E-02,0.042E-02,0.022E-02,0.089E-02
2556,52.2,56.1,5.550E-02,0.038E-02,0.019E-02,0.075E-02
2556,56.1,60.3,4.451E-02,0.032E-02,0.015E-02,0.061E-02
2557,1.92,2.15,1.101E+02,0.002E+02,0.010E+02,0.017E+02
2557,2.15,2.40,9.574E+01,0.020E+01,0.063E+01,0.122E+01
2557,2.40,2.67,8.231E+01,0.016E+01,0.050E+01,0.096E+01
2557,2.67,2.97,7.034E+01,0.013E+01,0.038E+01,0.078E+01
2557,2.97,3.29,5.994E+01,0.011E+01,0.030E+01,0.065E+01
2557,3.29,3.64,4.990E+01,0.009E+01,0.023E+01,0.054E+01
2557,3.64,4.02,4.122E+01,0.007E+01,0.018E+01,0.044E+01
2557,4.02,4.43,3.404E+01,0.006E+01,0.014E+01,0.037E+01
2557,4.43,4.88,2.793E+01,0.005E+01,0.011E+01,0.030E+01
2557,4.88,5.37,2.287E+01,0.004E+01,0.009E+01,0.025E+01
2557,5.37,5.90,1.863E+01,0.003E+01,0.007E+01,0.020E+01
2557,5.90,6.47,1.513E+01,0.003E+01,0.005E+01,0.017E+01
2557,6.47,7.09,1.222E+01,0.002E+01,0.004E+01,0.013E+01
2557,7.09,7.76,9.847,0.019,0.034,0.109
2557,7.76,8.48,7.909,0.016,0.027,0.088
2557,8.48,9.26,6.383,0.013,0.022,0.072
2557,9.26,10.1,5.189,0.011,0.018,0.059
2557,10.1,11.0,4.185,0.010,0.014,0.047
2557,11.0,12.0,3.381,0.008,0.011,0.039
2557,12.0,13.0,2.732,0.007,0.009,0.031
2557,13.0,14.1,2.215,0.006,0.007,0.026
2557,14.1,15.3,1.802,0.005,0.006,0.021
2557,15.3,16.6,1.458,0.004,0.005,0.017
2557,16.6,18.0,1.174,0.003,0.004,0.014
2557,18.0,19.5,9.514E-01,0.027E-01,0.032E-01,0.114E-01
2557,19.5,21.1,7.718E-01,0.023E-01,0.026E-01,0.093E-01
2557,21.1,22.8,6.263E-01,0.020E-01,0.021E-01,0.076E-01
2557,22.8,24.7,5.056E-01,0.017E-01,0.017E-01,0.062E-01
2557,24.7,26.7,4.123E-01,0.015E-01,0.014E-01,0.051E-01
2557,26.7,28.8,3.328E-01,0.013E-01,0.011E-01,0.041E-01
2557,28.8,31.1,2.711E-01,0.011E-01,0.009E-01,0.034E-01
2557,31.1,33.5,2.238E-01,0.010E-01,0.007E-01,0.028E-01
2557,33.5,36.1,1.823E-01,0.008E-01,0.006E-01,0.023E-01
2557,36.1,38.9,1.492E-01,0.007E-01,0.005E-01,0.019E-01
2557,38.9,41.9,1.204E-01,0.006E-01,0.004E-01,0.015E-01
2557,41.9,45.1,9.982E-02,0.057E-02,0.033E-02,0.129E-02
2557,45.1,48.5,8.172E-02,0.050E-02,0.027E-02,0.107E-02
2557,48.5,52.2,6.623E-02,0.043E-02,0.022E-02,0.088E-02
2557,52.2,56.1,5.441E-02,0.038E-02,0.018E-02,0.073E-02
2557,56.1,60.3,4.535E-02,0.033E-02,0.015E-02,0.062E-02
2558,1.92,2.15,1.092E+02,0.003E+02,0.010E+02,0.016E+02
2558,2.15,2.40,9.405E+01,0.023E+01,0.065E+01,0.120E+01
2558,2.40,2.67,8.080E+01,0.018E+01,0.052E+01,0.094E+01
2558,2.67,2.97,6.938E+01,0.015E+01,0.041E+01,0.077E+01
2558,2.97,3.29,5.886E+01,0.013E+01,0.033E+01,0.064E+01
2558,3.29,3.64,4.934E+01,0.011E+01,0.026E+01,0.053E+01
2558,3.64,4.02,4.086E+01,0.008E+01,0.021E+01,0.044E+01
2558,4.02,4.43,3.376E+01,0.007E+01,0.017E+01,0.036E+01
2558,4.43,4.88,2.785E+01,0.006E+01,0.013E+01,0.030E+01
2558,4.88,5.37,2.255E+01,0.004E+01,0.010E+01,0.024E+01
2558,5.37,5.90,1.838E+01,0.004E+01,0.008E+01,0.020E+01
2558,5.90,6.47,1.493E+01,0.003E+01,0.007E+01,0.016E+01
2558,6.47,7.09,1.208E+01,0.003E+01,0.005E+01,0.013E+01
2558,7.09,7.76,9.724,0.021,0.042,0.108
2558,7.76,8.48,7.864,0.018,0.034,0.088
2558,8.48,9.26,6.334,0.015,0.027,0.071
2558,9.26,10.1,5.120,0.013,0.022,0.058
2558,10.1,11.0,4.151,0.011,0.018,0.047
2558,11.0,12.0,3.336,0.009,0.014,0.038
2558,12.0,13.0,2.694,0.008,0.011,0.031
2558,13.0,14.1,2.207,0.007,0.009,0.026
2558,14.1,15.3,1.791,0.005,0.008,0.021
2558,15.3,16.6,1.439,0.005,0.006,0.017
2558,16.6,18.0,1.168,0.004,0.005,0.014
2558,18.0,19.5,9.408E-01,0.031E-01,0.040E-01,0.112E-01
2558,19.5,21.1,7.655E-01,0.026E-01,0.033E-01,0.092E-01
2558,21.1,22.8,6.208E-01,0.022E-01,0.026E-01,0.075E-01
2558,22.8,24.7,5.031E-01,0.019E-01,0.021E-01,0.061E-01
2558,24.7,26.7,4.064E-01,0.016E-01,0.017E-01,0.050E-01
2558,26.7,28.8,3.326E-01,0.014E-01,0.014E-01,0.041E-01
2558,28.8,31.1,2.726E-01,0.012E-01,0.012E-01,0.034E-01
2558,31.1,33.5,2.212E-01,0.011E-01,0.009E-01,0.028E-01
2558,33.5,36.1,1.810E-01,0.009E-01,0.008E-01,0.023E-01
2558,36.1,38.9,1.475E-01,0.008E-01,0.006E-01,0.019E-01
2558,38.9,41.9,1.212E-01,0.007E-01,0.005E-01,0.016E-01
2558,41.9,45.1,9.881E-02,0.063E-02,0.042E-02,0.128E-02
2558,45.1,48.5,8.167E-02,0.056E-02,0.035E-02,0.107E-02
2558,48.5,52.2,6.637E-02,0.048E-02,0.028E-02,0.088E-02
2558,52.2,56.1,5.508E-02,0.043E-02,0.023E-02,0.074E-02
2558,56.1,60.3,4.450E-02,0.037E-02,0.019E-02,0.061E-02
2559,1.92,2.15,1.097E+02,0.003E+02,0.010E+02,0.017E+02
2559,2.15,2.40,9.478E+01,0.021E+01,0.071E+01,0.121E+01
2559,2.40,2.67,8.122E+01,0.017E+01,0.057E+01,0.094E+01
2559,2.67,2.97,6.977E+01,0.014E+01,0.045E+01,0.077E+01
2559,2.97,3.29,5.939E+01,0.012E+01,0.037E+01,0.064E+01
2559,3.29,3.64,4.955E+01,0.010E+01,0.030E+01,0.053E+01
2559,3.64,4.02,4.122E+01,0.008E+01,0.024E+01,0.044E+01
2559,4.02,4.43,3.370E+01,0.006E+01,0.019E+01,0.036E+01
2559,4.43,4.88,2.778E+01,0.005E+01,0.015E+01,0.030E+01
2559,4.88,5.37,2.274E+01,0.004E+01,0.012E+01,0.025E+01
2559,5.37,5.90,1.853E+01,0.004E+01,0.010E+01,0.020E+01
2559,5.90,6.47,1.507E+01,0.003E+01,0.008E+01,0.017E+01
2559,6.47,7.09,1.215E+01,0.002E+01,0.006E+01,0.013E+01
2559,7.09,7.76,9.768,0.020,0.050,0.108
2559,7.76,8.48,7.862,0.017,0.040,0.088
2559,8.48,9.26,6.367,0.014,0.032,0.071
2559,9.26,10.1,5.150,0.012,0.026,0.058
2559,10.1,11.0,4.159,0.010,0.021,0.047
2559,11.0,12.0,3.354,0.009,0.017,0.038
2559,12.0,13.0,2.710,0.007,0.014,0.031
2559,13.0,14.1,2.201,0.006,0.011,0.026
2559,14.1,15.3,1.774,0.005,0.009,0.021
2559,15.3,16.6,1.449,0.004,0.007,0.017
2559,16.6,18.0,1.160,0.004,0.006,0.014
2559,18.0,19.5,9.452E-01,0.029E-01,0.048E-01,0.113E-01
2559,19.5,21.1,7.640E-01,0.025E-01,0.039E-01,0.092E-01
2559,21.1,22.8,6.175E-01,0.021E-01,0.031E-01,0.075E-01
2559,22.8,24.7,5.057E-01,0.018E-01,0.026E-01,0.062E-01
2559,24.7,26.7,4.069E-01,0.015E-01,0.021E-01,0.050E-01
2559,26.7,28.8,3.319E-01,0.014E-01,0.017E-01,0.041E-01
2559,28.8,31.1,2.702E-01,0.012E-01,0.014E-01,0.034E-01
2559,31.1,33.5,2.221E-01,0.010E-01,0.011E-01,0.028E-01
2559,33.5,36.1,1.804E-01,0.009E-01,0.009E-01,0.023E-01
2559,36.1,38.9,1.473E-01,0.008E-01,0.007E-01,0.019E-01
2559,38.9,41.9,1.203E-01,0.007E-01,0.006E-01,0.015E-01
2559,41.9,45.1,9.814E-02,0.060E-02,0.050E-02,0.127E-02
2559,45.1,48.5,8.072E-02,0.053E-02,0.041E-02,0.106E-02
2559,48.5,52.2,6.697E-02,0.046E-02,0.034E-02,0.089E-02
2559,52.2,56.1,5.389E-02,0.040E-02,0.027E-02,0.073E-02
2559,56.1,60.3,4.523E-02,0.036E-02,0.023E-02,0.062E-02
2560,1.92,2.15,1.088E+02,0.003E+02,0.010E+02,0.016E+02
2560,2.15,2.40,9.450E+01,0.022E+01,0.062E+01,0.121E+01
2560,2.40,2.67,8.138E+01,0.017E+01,0.050E+01,0.094E+01
2560,2.67,2.97,7.005E+01,0.014E+01,0.038E+01,0.078E+01
2560,2.97,3.29,5.947E+01,0.012E+01,0.030E+01,0.064E+01
2560,3.29,3.64,4.994E+01,0.010E+01,0.024E+01,0.054E+01
2560,3.64,4.02,4.108E+01,0.008E+01,0.019E+01,0.044E+01
2560,4.02,4.43,3.375E+01,0.006E+01,0.015E+01,0.036E+01
2560,4.43,4.88,2.790E+01,0.005E+01,0.012E+01,0.030E+01
2560,4.88,5.37,2.273E+01,0.004E+01,0.009E+01,0.025E+01
2560,5.37,5.90,1.856E+01,0.004E+01,0.007E+01,0.020E+01
2560,5.90,6.47,1.507E+01,0.003E+01,0.006E+01,0.017E+01
2560,6.47,7.09,1.217E+01,0.002E+01,0.005E+01,0.013E+01
2560,7.09,7.76,9.768,0.020,0.036,0.108
2560,7.76,8.48,7.892,0.017,0.029,0.088
2560,8.48,9.26,6.362,0.014,0.023,0.071
2560,9.26,10.1,5.151,0.012,0.019,0.058
2560,10.1,11.0,4.171,0.010,0.015,0.047
2560,11.0,12.0,3.356,0.009,0.012,0.038
2560,12.0,13.0,2.698,0.008,0.010,0.031
2560,13.0,14.1,2.196,0.006,0.008,0.025
2560,14.1,15.3,1.783,0.005,0.006,0.021
2560,15.3,16.6,1.442,0.004,0.005,0.017
2560,16.6,18.0,1.164,0.004,0.004,0.014
2560,18.0,19.5,9.412E-01,0.029E-01,0.034E-01,0.113E-01
2560,19.5,21.1,7.623E-01,0.025E-01,0.027E-01,0.092E-01
2560,21.1,22.8,6.220E-01,0.021E-01,0.022E-01,0.075E-01
2560,22.8,24.7,5.022E-01,0.018E-01,0.018E-01,0.061E-01
2560,24.7,26.7,4.089E-01,0.016E-01,0.015E-01,0.050E-01
2560,26.7,28.8,3.349E-01,0.014E-01,0.012E-01,0.041E-01
2560,28.8,31.1,2.715E-01,0.012E-01,0.010E-01,0.034E-01
2560,31.1,33.5,2.212E-01,0.010E-01,0.008E-01,0.028E-01
2560,33.5,36.1,1.813E-01,0.009E-01,0.007E-01,0.023E-01
2560,36.1,38.9,1.490E-01,0.008E-01,0.005E-01,0.019E-01
2560,38.9,41.9,1.213E-01,0.007E-01,0.004E-01,0.016E-01
2560,41.9,45.1,9.888E-02,0.060E-02,0.036E-02,0.128E-02
2560,45.1,48.5,8.127E-02,0.053E-02,0.030E-02,0.106E-02
2560,48.5,52.2,6.652E-02,0.046E-02,0.024E-02,0.088E-02
2560,52.2,56.1,5.486E-02,0.041E-02,0.020E-02,0.074E-02
2560,56.1,60.3,4.475E-02,0.035E-02,0.016E-02,0.062E-02
2561,1.92,2.15,1.131E+02,0.003E+02,0.012E+02,0.017E+02
2561,2.15,2.40,9.745E+01,0.025E+01,0.081E+01,0.124E+01
2561,2.40,2.67,8.395E+01,0.020E+01,0.066E+01,0.097E+01
2561,2.67,2.97,7.173E+01,0.016E+01,0.052E+01,0.079E+01
2561,2.97,3.29,6.066E+01,0.014E+01,0.042E+01,0.066E+01
2561,3.29,3.64,5.088E+01,0.012E+01,0.035E+01,0.055E+01
2561,3.64,4.02,4.181E+01,0.009E+01,0.028E+01,0.045E+01
2561,4.02,4.43,3.465E+01,0.007E+01,0.022E+01,0.037E+01
2561,4.43,4.88,2.846E+01,0.006E+01,0.018E+01,0.031E+01
2561,4.88,5.37,2.318E+01,0.005E+01,0.014E+01,0.025E+01
2561,5.37,5.90,1.889E+01,0.004E+01,0.011E+01,0.021E+01
2561,5.90,6.47,1.530E+01,0.003E+01,0.009E+01,0.017E+01
2561,6.47,7.09,1.229E+01,0.003E+01,0.007E+01,0.014E+01
2561,7.09,7.76,9.932,0.023,0.059,0.110
2561,7.76,8.48,7.992,0.019,0.047,0.089
2561,8.48,9.26,6.447,0.016,0.038,0.072
2561,9.26,10.1,5.209,0.014,0.030,0.059
2561,10.1,11.0,4.219,0.012,0.025,0.048
2561,11.0,12.0,3.404,0.010,0.020,0.039
2561,12.0,13.0,2.730,0.009,0.016,0.031
2561,13.0,14.1,2.242,0.007,0.013,0.026
2561,14.1,15.3,1.809,0.006,0.011,0.021
2561,15.3,16.6,1.458,0.005,0.008,0.017
2561,16.6,18.0,1.181,0.004,0.007,0.014
2561,18.0,19.5,9.510E-01,0.033E-01,0.055E-01,0.114E-01
2561,19.5,21.1,7.725E-01,0.028E-01,0.045E-01,0.093E-01
2561,21.1,22.8,6.242E-01,0.023E-01,0.036E-01,0.076E-01
2561,22.8,24.7,5.082E-01,0.020E-01,0.030E-01,0.062E-01
2561,24.7,26.7,4.107E-01,0.017E-01,0.024E-01,0.050E-01
2561,26.7,28.8,3.365E-01,0.015E-01,0.020E-01,0.042E-01
2561,28.8,31.1,2.759E-01,0.013E-01,0.016E-01,0.034E-01
2561,31.1,33.5,2.236E-01,0.012E-01,0.013E-01,0.028E-01
2561,33.5,36.1,1.830E-01,0.010E-01,0.011E-01,0.023E-01
2561,36.1,38.9,1.492E-01,0.009E-01,0.009E-01,0.019E-01
2561,38.9,41.9,1.236E-01,0.008E-01,0.007E-01,0.016E-01
2561,41.9,45.1,9.974E-02,0.067E-02,0.058E-02,0.129E-02
2561,45.1,48.5,8.229E-02,0.059E-02,0.048E-02,0.108E-02
2561,48.5,52.2,6.676E-02,0.051E-02,0.039E-02,0.089E-02
2561,52.2,56.1,5.509E-02,0.045E-02,0.032E-02,0.074E-02
2561,56.1,60.3,4.506E-02,0.039E-02,0.026E-02,0.062E-02
2562,1.92,2.15,1.114E+02,0.003E+02,0.011E+02,0.017E+02
2562,2.15,2.40,9.655E+01,0.026E+01,0.079E+01,0.123E+01
2562,2.40,2.67,8.282E+01,0.020E+01,0.064E+01,0.096E+01
2562,2.67,2.97,7.075E+01,0.017E+01,0.051E+01,0.078E+01
2562,2.97,3.29,6.029E+01,0.014E+01,0.042E+01,0.065E+01
2562,3.29,3.64,5.046E+01,0.012E+01,0.034E+01,0.054E+01
2562,3.64,4.02,4.186E+01,0.009E+01,0.028E+01,0.045E+01
2562,4.02,4.43,3.448E+01,0.008E+01,0.022E+01,0.037E+01
2562,4.43,4.88,2.828E+01,0.006E+01,0.018E+01,0.030E+01
2562,4.88,5.37,2.303E+01,0.005E+01,0.014E+01,0.025E+01
2562,5.37,5.90,1.865E+01,0.004E+01,0.011E+01,0.020E+01
2562,5.90,6.47,1.523E+01,0.004E+01,0.009E+01,0.017E+01
2562,6.47,7.09,1.233E+01,0.003E+01,0.007E+01,0.014E+01
2562,7.09,7.76,9.941,0.024,0.059,0.110
2562,7.76,8.48,7.965,0.020,0.047,0.089
2562,8.48,9.26,6.451,0.017,0.038,0.072
2562,9.26,10.1,5.187,0.015,0.030,0.059
2562,10.1,11.0,4.205,0.012,0.025,0.048
2562,11.0,12.0,3.378,0.010,0.020,0.039
2562,12.0,13.0,2.756,0.009,0.016,0.032
2562,13.0,14.1,2.224,0.007,0.013,0.026
2562,14.1,15.3,1.801,0.006,0.011,0.021
2562,15.3,16.6,1.453,0.005,0.008,0.017
2562,16.6,18.0,1.178,0.004,0.007,0.014
2562,18.0,19.5,9.552E-01,0.034E-01,0.056E-01,0.114E-01
2562,19.5,21.1,7.678E-01,0.029E-01,0.045E-01,0.092E-01
2562,21.1,22.8,6.260E-01,0.025E-01,0.037E-01,0.076E-01
2562,22.8,24.7,5.102E-01,0.021E-01,0.030E-01,0.062E-01
2562,24.7,26.7,4.125E-01,0.018E-01,0.024E-01,0.051E-01
2562,26.7,28.8,3.360E-01,0.016E-01,0.020E-01,0.042E-01
2562,28.8,31.1,2.731E-01,0.014E-01,0.016E-01,0.034E-01
2562,31.1,33.5,2.240E-01,0.012E-01,0.013E-01,0.028E-01
2562,33.5,36.1,1.811E-01,0.010E-01,0.011E-01,0.023E-01
